                                                    car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                                    
 AC-1200013-C3A236157A924CB190401312014AC979;752.983;AC;Acrelândia;0.753;IRU;AT;Aguardando analise
 AC-1200013-F023FEDCC522401D990826449BB8C490;822.154;AC;Acrelândia;0.8222;IRU;AT;Em análise
 AC-1200013-4C41DAB968D64578A00472B8E0B8F58E;1.459.885;AC;Acrelândia;14.599;IRU;AT;Aguardando análise
 AC-1200013-31DEE72F10C940FDB7D4E2A8E18FE67A;672.959;AC;Acrelândia;0.673;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-9495A5574D7146FBBC31D392242562E8;598.239;AC;Acrelândia;0.5982;IRU;AT;Aguardando analise
 AC-1200013-E5ABFFAA16F7427098A528DA1AC891F4;218.397;AC;Acrelândia;0.2184;IRU;AT;Aguardando analise
 AC-1200013-9785277EE3F346179F033FC900AB15A4;638.036;AC;Acrelândia;0.638;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-CB92577BA94441A1916064A30C7FBA52;378.445;AC;Acrelândia;0.3784;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-804B1F41E07F421E8743A61EC9D5D441;162.789;AC;Acrelândia;0.1628;IRU;PE;Aguardando analise
 AC-1200013-2D94049FEAAF4E84ADB29300CA2901E6;246.217;AC;Acrelândia;0.2462;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-424AA9EFB015488C8A97A70ED90FC35C;50.017;AC;Acrelândia;0.05;IRU;AT;Aguardando analise
 AC-1200013-C07DB04578674BB69C1E0379BEBD3492;1.820.048;AC;Acrelândia;18.200;IRU;AT;Aguardando analise
 AC-1200013-30DD48783C544E99970BAD08CC87BD2F;430.771;AC;Acrelândia;0.4308;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-7C4B63DD686B4263929B8EB9044D9BCC;760.844;AC;Acrelândia;0.7608;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-0E358E80ABEA44A997731BD86FC71AD6;504.750;AC;Acrelândia;0.4983;IRU;AT;Em análise
 AC-1200013-3EB36F314780419B8E408F35BC1591C4;367.707;AC;Acrelândia;0.3677;IRU;AT;Aguardando analise
 AC-1200013-1FE33FD766114B0D8006C7D9FF2D3410;466.841;AC;Acrelândia;0.4668;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-2C5F3B74B83D41CBB05CDEE7C12D4DE0;549.390;AC;Acrelândia;0.5494;IRU;AT;Aguardando análise
 AC-1200013-2795802294684F6FB3CF0C3A43BDEF52;508.658;AC;Acrelândia;0.5087;IRU;AT;Aguardando análise
 AC-1200013-77A8286CCC5D4A0B8F42FCE29C83BA7B;683.221;AC;Acrelândia;0.6832;IRU;AT;Aguardando análise
 AC-1200013-7AC06E9311D647E384B199C4956ECB43;390.355;AC;Acrelândia;0.3904;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-03CAC6EC8E514F05BB11F5AA94D857B0;499.490;AC;Acrelândia;0.4995;IRU;AT;Aguardando analise
 AC-1200013-1CB2D54B0DFB4300BDE6B07D53CD1AE8;498.737;AC;Acrelândia;0.4987;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-EC04C1D0E4B542D69EB1222953F33E34;699.677;AC;Acrelândia;0.6997;IRU;AT;Aguardando analise
 AC-1200013-21B2A07249344EBC9AEEEEE0BD389FF1;753.686;AC;Acrelândia;0.7537;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-B4189C2E3E374A56A52C2DEEB47060F5;754.892;AC;Acrelândia;0.7549;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-3C344A9CBB7E49EEB6F5745CC2E6F04C;320.396;AC;Acrelândia;0.3204;IRU;AT;Aguardando analise
 AC-1200013-D717E227079147F9BCBDF4FA77745B3E;780.601;AC;Acrelândia;0.7806;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-58CCC92EAAF54B3FA6844112C31C4526;264.759;AC;Acrelândia;0.2648;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-748BFE233E554FD69DC356E8C4238BB0;381.942;AC;Acrelândia;0.3819;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-BFB5909C7E634442BC99E9A67BFAB043;424.001;AC;Acrelândia;0.424;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-B3A894AA89834396BDEA302833E9F683;394.409;AC;Acrelândia;0.3944;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-F850C1C6BFD1411D83B9434D0FD21848;979.475;AC;Acrelândia;0.9795;IRU;PE;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-5AA11158BE744AD9806A2D3C191CACEB;705.651;AC;Acrelândia;0.7057;IRU;AT;Aguardando analise
 AC-1200013-95CD914B0642494DAC1C93B08A785379;905.789;AC;Acrelândia;0.9058;IRU;AT;Aguardando analise
 AC-1200013-4FF05F7227F8400D96844CBE0B742A57;341.913;AC;Acrelândia;0.3419;IRU;AT;Em análise
 AC-1200013-5962E40037C040F6BD91F8C5E2241FBD;983.142;AC;Acrelândia;0.9831;IRU;AT;Aguardando análise
 AC-1200013-8BEA4A6778524F4B9DD42BB408D3BBD5;110.490;AC;Acrelândia;0.1105;IRU;PE;Aguardando analise
 AC-1200013-BAD2148B73B242E2ABED49F1366DF380;821.373;AC;Acrelândia;0.8214;IRU;AT;Aguardando analise
 AC-1200013-D6D0FEEDD75A4C9FBFE54DAB586CC831;262.508;AC;Acrelândia;0.2625;IRU;AT;Aguardando analise
 AC-1200013-DD686CC87CDC4F1195D9E13E4DB19865;89.534;AC;Acrelândia;0.0895;IRU;AT;Em análise
 AC-1200013-DCD6BD2F9DF54D41966CC4C8C09E4D49;253.661;AC;Acrelândia;0.2537;IRU;AT;Aguardando analise
 AC-1200013-E6DB4AE7173F446AB5D50A27E8B6DFF8;580.618;AC;Acrelândia;0.5806;IRU;AT;Aguardando analise
 AC-1200013-1F1CCA12F473449B9FF20B2383894A23;665.984;AC;Acrelândia;0.666;IRU;AT;Aguardando analise
 AC-1200013-CE54D98F0C9F4F008CD3624439E921B5;981.730;AC;Acrelândia;0.9817;IRU;AT;Em análise
 AC-1200013-9575B527E712441EBE77E77E95EDB09E;48.018;AC;Acrelândia;0.048;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-99E12EA2A07B441AB8161D6DA0B41063;2.109.524;AC;Acrelândia;21.095;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-EEFCD08F5A394ACBBB69619E0FB519FB;100.248;AC;Acrelândia;0.1002;IRU;AT;Aguardando analise
 AC-1200013-5BDE96F4FC4A4D06A0B8EE1A98096C86;426.173;AC;Acrelândia;0.4262;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-C7189050A3A344B699AD119DD8F6EE56;746.134;AC;Acrelândia;0.7461;IRU;AT;Aguardando analise
 AC-1200013-7FB913CC78EA483E8FF47CC46AD16CA6;448.684;AC;Acrelândia;0.4487;IRU;AT;Aguardando analise
 AC-1200013-B2ADE35B01DA4413A0FA140A592B29FE;142.403;AC;Acrelândia;0.1424;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-791D71DE9FC447268021E89DBFAF1CD9;951.225;AC;Acrelândia;0.9512;IRU;AT;Aguardando analise
 AC-1200013-AA581EDCF5F34438A2E0C685F341334B;410.111;AC;Acrelândia;0.4101;IRU;PE;Aguardando analise
 AC-1200013-A0DD3C0DE47E424684CE2E335B8F3EA7;659.043;AC;Acrelândia;0.659;IRU;AT;Em análise
 AC-1200013-CFAD8F30AB2848DBBC556BEA9AC1722A;638.893;AC;Acrelândia;0.6389;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-18F950A8FC3E4338AA57B5CAE9EC2DF7;917.120;AC;Acrelândia;0.9171;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-274A0ADCE29E429EB04D864D87633789;1.003.038;AC;Acrelândia;10.030;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-8475A8FCF49E4EF8A19E3A20223F087E;412.465;AC;Acrelândia;0.4125;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-757F1711FA4C435E93570218FB06551E;238.036;AC;Acrelândia;0.238;IRU;AT;Aguardando analise
 AC-1200013-6CCEC62CD6CD462B881E2895CC71FF6A;506.522;AC;Acrelândia;0.5065;IRU;AT;Aguardando analise
 AC-1200013-E8DEA5737A47475DA122246881EB5913;69.322;AC;Acrelândia;0.0693;IRU;AT;Aguardando analise
 AC-1200013-8C8E8C5440BB423D90E690CCBAC6BC16;249.849;AC;Acrelândia;0.2498;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-73DF3516ACDD4DF79E219E4F9CDFD702;844.658;AC;Acrelândia;0.8447;IRU;AT;Aguardando análise
 AC-1200013-A5F279BABCDD41B19983F9034DC4ED3B;644.950;AC;Acrelândia;0.6449;IRU;AT;Aguardando analise
 AC-1200013-12DB99CCD2864DB4A527C03E696DB120;991.583;AC;Acrelândia;0.9916;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-78AD2FD2900E4F1EB2A128E94FA2A42F;207.594;AC;Acrelândia;0.2076;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-3A1F6CF7E6A54761A2C49686431C8597;51.421;AC;Acrelândia;0.0514;IRU;AT;Analisado sem pendências
 AC-1200013-4EB83C21A88D48A3AECB48D0A9005869;2.655.379;AC;Acrelândia;26.554;IRU;AT;Aguardando analise
 AC-1200013-D8A270E323364BB19A76B7A709CDE5A4;491.047;AC;Acrelândia;0.491;IRU;AT;Aguardando analise
 AC-1200013-D7B8044531144EA9B8B0735C750AEC63;144.609;AC;Acrelândia;0.1446;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-8E85F9755CE44BB09FD104A80F706DC1;87.623;AC;Acrelândia;0.0876;IRU;AT;Aguardando análise
 AC-1200013-8214762C822840029B3F3DA8B1803C13;672.227;AC;Acrelândia;0.6722;IRU;AT;Aguardando analise
 AC-1200013-DFA7BCC260094A5CAC58867DF5348201;686.583;AC;Acrelândia;0.6866;IRU;AT;Aguardando analise
 AC-1200013-1888E59764B9449096D3074602C87781;828.793;AC;Acrelândia;0.8288;IRU;AT;Aguardando analise
 AC-1200013-E709373B06F74A8E923D766E9EB844FB;671.933;AC;Acrelândia;0.6719;IRU;AT;Aguardando analise
 AC-1200013-50C55BFACF1F46BB955104CF4AFC0A25;711.615;AC;Acrelândia;0.7116;IRU;AT;Aguardando analise
 AC-1200013-32E1C98628FA46E7B5A40886FC9C2C2E;545.935;AC;Acrelândia;0.5459;IRU;AT;Aguardando analise
 AC-1200013-25EE046637084106B0587CEC399E2BE3;551.603;AC;Acrelândia;0.5516;IRU;AT;Aguardando analise
 AC-1200013-34EDAC0B21134123B4E0197D1F5555EF;766.824;AC;Acrelândia;0.7668;IRU;AT;Aguardando analise
 AC-1200013-C27131CE094E4CDBBE98377C8E2C50E0;742.487;AC;Acrelândia;0.7425;IRU;AT;Aguardando analise
 AC-1200013-9AA7AC20E68D42DBAC1B420AF15C0191;1.004.163;AC;Acrelândia;10.042;IRU;AT;Em análise
 AC-1200013-FDE96583B53A43C389063B5841B49379;757.084;AC;Acrelândia;0.7571;IRU;AT;Aguardando analise
 AC-1200013-BB397AFFEF1D4CE0A70DB6EB54C5DC54;723.337;AC;Acrelândia;0.7233;IRU;AT;Aguardando analise
 AC-1200013-2B930E7280ED43378138D93D208B04B6;466.338;AC;Acrelândia;0.4663;IRU;AT;Aguardando analise
 AC-1200013-2F4AC2685EF04D28AF4B8408F373E29D;706.754;AC;Acrelândia;0.7068;IRU;AT;Aguardando analise
 AC-1200013-4CFEBD44C90440F182AFA21F4457C628;616.396;AC;Acrelândia;0.6164;IRU;AT;Aguardando analise
 AC-1200013-79B98AA82672477CAF5D0FD6EC97A84F;687.804;AC;Acrelândia;0.6878;IRU;AT;Aguardando analise
 AC-1200013-A93BD8F9D3F64421B0974EB85A621D0A;557.859;AC;Acrelândia;0.5579;IRU;AT;Aguardando analise
 AC-1200013-D65EC154B40B4B1A9156C0F108B5755D;701.438;AC;Acrelândia;0.7014;IRU;AT;Aguardando analise
 AC-1200013-9566E763A9A242B3B8846FF96E7C5A3A;635.219;AC;Acrelândia;0.6352;IRU;AT;Aguardando analise
 AC-1200013-C00347251C5C4E119DD2F648F5D57411;597.547;AC;Acrelândia;0.5975;IRU;AT;Aguardando analise
 AC-1200013-A27D2B0FA803465D8C313D0BD75A7704;516.225;AC;Acrelândia;0.5162;IRU;AT;Aguardando analise
 AC-1200013-0018F310993D476B9057721347E21E38;596.973;AC;Acrelândia;0.597;IRU;AT;Aguardando analise
 AC-1200013-437256DDDCD2437B9FE4A816F2E93FEB;449.322;AC;Acrelândia;0.4493;IRU;AT;Aguardando analise
 AC-1200013-430319FEAA9E4AAAB483295C19C08C54;723.807;AC;Acrelândia;0.7238;IRU;AT;Aguardando analise
 AC-1200013-E748F3DC23874E93A05A0B3287C4357F;549.593;AC;Acrelândia;0.5496;IRU;AT;Aguardando analise
 AC-1200013-5EF7DDACD6A6431C928C052C2F62EE24;854.669;AC;Acrelândia;0.8547;IRU;PE;Aguardando analise
 AC-1200013-D2313CDBA552415FB5CD397AA08BC956;441.289;AC;Acrelândia;0.4413;IRU;PE;Aguardando analise
 AC-1200013-8577766CC13C40E5AB9AB897F814E850;344.691;AC;Acrelândia;0.3447;IRU;AT;Aguardando analise
 AC-1200013-8B6DA7EAF48243D2AAFB2F6061815C14;420.799;AC;Acrelândia;0.4208;IRU;AT;Aguardando analise
 AC-1200013-5EC718D1EB1346D0A5A690BA846D6B52;125.891;AC;Acrelândia;0.1259;IRU;AT;Aguardando analise
 AC-1200013-C19E33307EA64ECC8A6C6B1186E9E07B;626.019;AC;Acrelândia;0.626;IRU;AT;Aguardando analise
 AC-1200013-812E637EFFFE455B864F5C816C9C9192;306.359;AC;Acrelândia;0.3064;IRU;AT;Aguardando analise
 AC-1200013-D20657E08F7B40808BFB4EE4832E2FA8;104.735;AC;Acrelândia;0.1047;IRU;AT;Aguardando analise
 AC-1200013-7957F22A4F134022886CD607DBB211F6;49.563;AC;Acrelândia;0.0496;IRU;AT;Aguardando analise
 AC-1200013-8C433A1E08954873BE647EE283218A72;460.783;AC;Acrelândia;0.4608;IRU;AT;Aguardando analise
 AC-1200013-F55563FF82AA4191AD9A9F2BF6D0C8E2;57.559;AC;Acrelândia;0.0576;IRU;AT;Aguardando analise
 AC-1200013-ADB3AAE6AA94419CB6B42879F69E7C49;763.446;AC;Acrelândia;0.7634;IRU;AT;Aguardando analise
 AC-1200013-1FF5B9FD7FBE41738877F725FA7F0200;169.572;AC;Acrelândia;0.1696;IRU;AT;Aguardando analise
 AC-1200013-33AFE34A7324458DA05778F22921DC54;336.143;AC;Acrelândia;0.3361;IRU;AT;Aguardando analise
 AC-1200013-EE5405F7B57E4D7EB1AAAB53C1488E6D;346.000;AC;Acrelândia;0.346;IRU;AT;Aguardando analise
 AC-1200013-AE9F23E5081041D0BCD38282B0950BF2;1.095.610;AC;Acrelândia;10.956;IRU;AT;Aguardando analise
 AC-1200013-7ADA69C24913487881EE82AB3C7FC94E;164.784;AC;Acrelândia;0.1648;IRU;AT;Aguardando analise
 AC-1200013-0A6634418382441E8863CC07F22BC6B1;449.638;AC;Acrelândia;0.4496;IRU;AT;Aguardando analise
 AC-1200013-8DD965B70C4B439383E87EE3F8ADD265;867.434;AC;Acrelândia;0.8674;IRU;AT;Aguardando analise
 AC-1200013-2BA871C3F8744A4BA2F276F29D525C6C;639.749;AC;Acrelândia;0.6397;IRU;AT;Aguardando analise
 AC-1200013-66B0FBD317BA409A9432B76CD64826D3;892.986;AC;Acrelândia;0.893;IRU;AT;Aguardando analise
 AC-1200013-DAE37D58B7714D9FA759D4FD87798399;577.049;AC;Acrelândia;0.577;IRU;AT;Aguardando analise
 AC-1200013-96251A3EA78149C4B0E96E81F772C354;857.218;AC;Acrelândia;0.8572;IRU;AT;Aguardando analise
 AC-1200013-D8FDFC8F35444142878E1AA83A35108E;159.631;AC;Acrelândia;0.1596;IRU;AT;Aguardando analise
 AC-1200013-4E230469B1704BD3BE50C5BF31A600DB;1.002.220;AC;Acrelândia;10.022;IRU;AT;Em análise
 AC-1200013-F63E72D959384B70AE83F8223051D791;91.211;AC;Acrelândia;0.0912;IRU;AT;Aguardando analise
 AC-1200013-D5820978E96143E081E7D11334AF9496;867.245;AC;Acrelândia;0.8672;IRU;AT;Aguardando analise
 AC-1200013-670AEB597B724377ABB955EA62625862;70.103;AC;Acrelândia;0.0701;IRU;AT;Aguardando analise
 AC-1200013-69C66790B38847A49912B5F05F14B6DC;174.696;AC;Acrelândia;0.1747;IRU;AT;Aguardando analise
 AC-1200013-785F10D78F734ADBB1269862FA7726D1;558.829;AC;Acrelândia;0.5588;IRU;AT;Aguardando analise
 AC-1200013-3E5561A9846A40C791DBBEE7882F6776;461.178;AC;Acrelândia;0.4612;IRU;AT;Aguardando analise
 AC-1200013-1F36DB181C63444EA70661CDE711E257;662.037;AC;Acrelândia;0.662;IRU;AT;Aguardando analise
 AC-1200013-F800F27A67D34531B23CC28211EF14C7;355.377;AC;Acrelândia;0.3554;IRU;AT;Aguardando analise
 AC-1200013-44B9EF8C12754F68A2C70F8A2AE082D6;488.765;AC;Acrelândia;0.4888;IRU;AT;Aguardando analise
 AC-1200013-B9C8FF3B78C14484BF3E29B799F6D19D;628.555;AC;Acrelândia;0.6286;IRU;AT;Aguardando analise
 AC-1200013-0FB129AA1595492498D3FA6EBD67EAA0;501.782;AC;Acrelândia;0.5018;IRU;AT;Aguardando analise
 AC-1200013-56EC2E3846104FC98D69F3C4B813F559;521.605;AC;Acrelândia;0.5216;IRU;AT;Aguardando analise
 AC-1200013-4DE944ED906B45ECA15B82A17AA3B6A6;401.671;AC;Acrelândia;0.4017;IRU;AT;Aguardando analise
 AC-1200013-7A32A1A275704BA8AF570D390B2BF743;320.902;AC;Acrelândia;0.3209;IRU;AT;Aguardando analise
 AC-1200013-1A1E6AF165094B1D919086232569A020;904.088;AC;Acrelândia;0.9041;IRU;AT;Aguardando analise
 AC-1200013-75F7767C577C41159D88319B4482EA76;282.488;AC;Acrelândia;0.2825;IRU;AT;Aguardando analise
 AC-1200013-2BE8F1DEFB7A487F9395311BA5876DD3;658.497;AC;Acrelândia;0.6585;IRU;AT;Aguardando analise
 AC-1200013-989C0146C1C74162A7CAE0FCA02286D0;328.596;AC;Acrelândia;0.3286;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-3ED1A0251CA14881929C02038C4E616B;269.002;AC;Acrelândia;0.269;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-FAC8CB0F6013441E8FB62D4F539C6B29;569.299;AC;Acrelândia;0.5693;IRU;AT;Aguardando análise
 AC-1200013-4F17AE4DA57E438694905E950639259C;67.861;AC;Acrelândia;0.0679;IRU;AT;Em análise
 AC-1200013-F7DF39176D424B468C8B3B95CC973FDF;1.018.093;AC;Acrelândia;11.690;IRU;AT;Em análise
 AC-1200013-AE21D5AFCE724355A1C8A4D09CEC0937;720.493;AC;Acrelândia;0.7205;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-44B4909C8B5C4D81AA694C72B166621F;650.965;AC;Acrelândia;0.651;IRU;AT;Em análise
 AC-1200013-22388D61FC1C4CCC92D62F91D52BD5CC;418.263;AC;Acrelândia;0.4183;IRU;AT;Aguardando analise
 AC-1200013-0FF7B870B002474EA762BD94CDB7A335;319.805;AC;Acrelândia;0.3198;IRU;AT;Aguardando analise
 AC-1200013-FBEE905BC7634FD5B526D75AB8682F91;319.534;AC;Acrelândia;0.3195;IRU;AT;Aguardando analise
 AC-1200013-C34EC7BCE63E421DAE6AF7BB1053F4C9;475.437;AC;Acrelândia;0.4754;IRU;AT;Aguardando analise
 AC-1200013-99729B63F5CC48E99E34049EF427411A;542.183;AC;Acrelândia;0.5422;IRU;AT;Aguardando analise
 AC-1200013-40BBA5F11856456A8DE4B4CA20298064;374.217;AC;Acrelândia;0.3742;IRU;AT;Aguardando analise
 AC-1200013-127262F0469D40F7B9C77AFC6A6B540F;425.865;AC;Acrelândia;0.4259;IRU;AT;Aguardando analise
 AC-1200013-99E32210A0754753B9CA3F21009D4530;499.237;AC;Acrelândia;0.4992;IRU;AT;Aguardando analise
 AC-1200013-568DEF93EC3443D08F6D5D595C731810;454.505;AC;Acrelândia;0.4545;IRU;AT;Aguardando analise
 AC-1200013-B260F6DE7D294858B502045FE5D2BF9F;358.348;AC;Acrelândia;0.3583;IRU;AT;Aguardando analise
 AC-1200013-CF60374DA97248C3969F849A71B628AC;293.094;AC;Acrelândia;0.2931;IRU;AT;Aguardando analise
 AC-1200013-BE40B91241F749C6891C2279B7DBD355;310.719;AC;Acrelândia;0.3107;IRU;AT;Aguardando analise
 AC-1200013-7DE3E7F8E30B468497561D1D9ACCB8F2;566.210;AC;Acrelândia;0.5662;IRU;AT;Aguardando analise
 AC-1200013-B7A81F5DBC6E43A395034DFE7AE3029F;253.411;AC;Acrelândia;0.2534;IRU;AT;Aguardando analise
 AC-1200013-71482F3BE3CB4D2BA5B3E6A17E475108;463.924;AC;Acrelândia;0.4639;IRU;AT;Aguardando analise
 AC-1200013-3238083DEFDB4D36B126B5DB7B883AA9;371.839;AC;Acrelândia;0.3718;IRU;AT;Aguardando analise
 AC-1200013-BEB57F6CF813431A8249B3C986E32A25;274.323;AC;Acrelândia;0.2743;IRU;AT;Aguardando analise
 AC-1200013-14EE49AF4E714FCD9F2A6CD51852EC64;276.076;AC;Acrelândia;0.2761;IRU;AT;Aguardando analise
 AC-1200013-E39B60E9D1BE4F9F94B640053D543EB1;547.690;AC;Acrelândia;0.5477;IRU;AT;Aguardando analise
 AC-1200013-61C774C060054402A35BA9461B25A4D6;429.201;AC;Acrelândia;0.4292;IRU;AT;Aguardando analise
 AC-1200013-61DBFC1A00074DE389FF431622C16258;360.005;AC;Acrelândia;0.36;IRU;AT;Aguardando analise
 AC-1200013-68C11696842843919A7A134233958224;241.487;AC;Acrelândia;0.2415;IRU;AT;Aguardando analise
 AC-1200013-6628450A4B7442DA93814B232ECB5E18;301.996;AC;Acrelândia;0.302;IRU;AT;Aguardando analise
 AC-1200013-8AB7FC73179D49E792591B8969D8E2A5;483.704;AC;Acrelândia;0.4837;IRU;AT;Aguardando analise
 AC-1200013-20E1C93CE0B149C8B0EB45EAD4124A51;527.541;AC;Acrelândia;0.5275;IRU;AT;Aguardando analise
 AC-1200013-D782A3CEF13C46238152908F2446D14F;524.404;AC;Acrelândia;0.5244;IRU;AT;Aguardando analise
 AC-1200013-9020E3E4DE084A59BE5EEC548855CE8F;433.680;AC;Acrelândia;0.4337;IRU;AT;Aguardando analise
 AC-1200013-E709201DCA744791BB1EDF241364B20F;407.001;AC;Acrelândia;0.407;IRU;AT;Aguardando analise
 AC-1200013-88E99294F33D4E4686B6D310CE16DF0A;432.097;AC;Acrelândia;0.4321;IRU;AT;Aguardando analise
 AC-1200013-C65A9D5BE7C74EAA813AF12385C605B1;457.537;AC;Acrelândia;0.4575;IRU;AT;Aguardando analise
 AC-1200013-48C98DC6DED94559B135AC4668138B7E;258.308;AC;Acrelândia;0.2583;IRU;AT;Aguardando analise
 AC-1200013-1BA57EA07C9F4AD09FE4AF5D38F2A8A2;347.447;AC;Acrelândia;0.3474;IRU;AT;Aguardando analise
 AC-1200013-2B007CE4F72F48A18D81DB034D6FE0CB;325.145;AC;Acrelândia;0.3251;IRU;AT;Aguardando analise
 AC-1200013-4C484565DA5E453B98BDFCE4ADC84A67;944.333;AC;Acrelândia;0.9443;IRU;AT;Aguardando analise
 AC-1200013-D91BB7D1332044368B2820B2243D543A;300.410;AC;Acrelândia;0.3004;IRU;AT;Aguardando analise
 AC-1200013-C6EB2B14CB204771ABE87C7B03259F99;326.125;AC;Acrelândia;0.3261;IRU;AT;Aguardando analise
 AC-1200013-AABF59CF00DF4AC38931A031BF27C73B;554.065;AC;Acrelândia;0.5541;IRU;AT;Aguardando analise
 AC-1200013-70998B3B0A5B4A3C817A7C0E4045A5C5;481.718;AC;Acrelândia;0.4817;IRU;AT;Aguardando analise
 AC-1200013-E7CED11C649F4623B1CA336C1B41C3B6;270.446;AC;Acrelândia;0.2704;IRU;AT;Aguardando analise
 AC-1200013-2A5856C7015B47CE8504AB8D617644C8;712.731;AC;Acrelândia;0.7127;IRU;AT;Aguardando analise
 AC-1200013-198C8E635C4049BABA35F0E83176818F;404.459;AC;Acrelândia;0.4045;IRU;AT;Aguardando analise
 AC-1200013-F312E03D25224D9F81CB21016719DF7A;339.487;AC;Acrelândia;0.3395;IRU;AT;Aguardando analise
 AC-1200013-DC5E397F6F534C43ABD8E9A8330E7720;217.723;AC;Acrelândia;0.2177;IRU;AT;Aguardando analise
 AC-1200013-246F87C8657942C5B6987CD5786B5F87;461.161;AC;Acrelândia;0.4612;IRU;AT;Aguardando analise
 AC-1200013-60B25A5ED4EB49E38295371045304CA3;369.786;AC;Acrelândia;0.3698;IRU;AT;Aguardando analise
 AC-1200013-1CE8AD093B074A12A11B1E8CB581372E;399.022;AC;Acrelândia;0.399;IRU;AT;Aguardando analise
 AC-1200013-9ABDF229CB954392ABD1E685B2096F13;380.380;AC;Acrelândia;0.3804;IRU;AT;Aguardando analise
 AC-1200013-26EFACDF3D4B46D3AF65861E4CDCF9F0;684.784;AC;Acrelândia;0.6848;IRU;AT;Aguardando analise
 AC-1200013-2C50C44783BF4CF4BA9DE7384FB72618;346.139;AC;Acrelândia;0.3461;IRU;AT;Aguardando analise
 AC-1200013-88FBD391CFA049C1965401AB4B415981;124.112;AC;Acrelândia;0.1241;IRU;AT;Aguardando analise
 AC-1200013-F695FAACB07D4EFE80E9925582A3450D;465.266;AC;Acrelândia;0.4653;IRU;AT;Aguardando analise
 AC-1200013-EBC800465A0B4313BE7DFE9E928E7800;103.309;AC;Acrelândia;0.1033;IRU;AT;Aguardando analise
 AC-1200013-E965789F509E4AD4A2465F12F6D6EFF0;71.221;AC;Acrelândia;0.0712;IRU;AT;Aguardando analise
