"","Sigla","name","State","region","bioma","y","x","source_of_","coords.x1","coords.x2","encoding"
"1665","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1666","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1667","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1668","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1669","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1670","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1671","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1672","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1673","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1674","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1675","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1676","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1677","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1678","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1679","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1680","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1681","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1682","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1683","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1684","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1685","MT-SL-91","Ferraz Egreja","MT","Central-western","Savannah","-16.89304427","-54.19336332","literature",-54.19336332,-16.89304427,"UTF-8"
"1686",na,"Sambaqui Figueirinha 3","SC","Southern","restinga","-28.66325692","-48.9738861","literature",-48.9738861,-28.66325692,"UTF-8"
"1687",na,"Figueirinha 1","SC","Southern","restinga","-28.66328022","-48.97062213","literature",-48.97062213,-28.66328022,"UTF-8"
"1688",na,"Figueirinha 1","SC","Southern","restinga","-28.66328022","-48.97062213","literature",-48.97062213,-28.66328022,"UTF-8"
"1689",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1690",na,"Figueirinha 3","SC","Southern","restinga","-28.66325692","-48.9738861","literature",-48.9738861,-28.66325692,"UTF-8"
"1691",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1692",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1693",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1694",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1695",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1696",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1697",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1698",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1699",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1700",na,"Figueirinha 2","SC","Southern","restinga","-28.6593978","-48.97106522","literature",-48.97106522,-28.6593978,"UTF-8"
"1701",na,"Figueirinha 2","SC","Southern","restinga","-28.6593978","-48.97106522","literature",-48.97106522,-28.6593978,"UTF-8"
"1702",na,"Figueirinha 5","SC","Southern","restinga","-28.66359661","-48.98819208","literature",-48.98819208,-28.66359661,"UTF-8"
"1703",na,"Figueirinha 2","SC","Southern","restinga","-28.6593978","-48.97106522","literature",-48.97106522,-28.6593978,"UTF-8"
"1704",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1705",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1706",na,"Figueirinha 4","SC","Southern","restinga","-28.65844952","-48.97040831","literature",-48.97040831,-28.65844952,"UTF-8"
"1707",na,"Sambaqui Forte Marechal Luz","SC","Southern","restinga","-26.299734","-48.568433","literature",-48.568433,-26.299734,"UTF-8"
"1708",na,"Sambaqui Forte Marechal Luz","SC","Southern","restinga","-26.299734","-48.568433","literature",-48.568433,-26.299734,"UTF-8"
"1709",na,"Sambaqui Forte Marechal Luz","SC","Southern","restinga","-26.299734","-48.568433","literature",-48.568433,-26.299734,"UTF-8"
"1710",na,"Sambaqui Forte Marechal Luz","SC","Southern","restinga","-26.299734","-48.568433","literature",-48.568433,-26.299734,"UTF-8"
"1711",na,"Sambaqui Forte Marechal Luz","SC","Southern","restinga","-26.299734","-48.568433","literature",-48.568433,-26.299734,"UTF-8"
"1712",na,"Sambaqui Forte Marechal Luz","SC","Southern","restinga","-26.299734","-48.568433","literature",-48.568433,-26.299734,"UTF-8"
"1713",na,"Sambaqui Forte Marechal Luz","SC","Southern","restinga","-26.299734","-48.568433","literature",-48.568433,-26.299734,"UTF-8"
"1714",na,"Sambaqui Forte Marechal Luz","SC","Southern","restinga","-26.299734","-48.568433","literature",-48.568433,-26.299734,"UTF-8"
"1715",na,"Sambaqui Forte Marechal Luz","SC","Southern","restinga","-26.299734","-48.568433","literature",-48.568433,-26.299734,"UTF-8"
"1716",na,"Sambaqui Forte Marechal Luz","SC","Southern","restinga","-26.299734","-48.568433","literature",-48.568433,-26.299734,"UTF-8"
"1717",na,"Sambaqui Fosfasa I","SP","Southeastern","Atlantic_Forest","-25.018056","-48.051389","literature",-48.051389,-25.018056,"UTF-8"
"1718",na,"Sambaqui Fosfasa II","SP","Southeastern","Atlantic_Forest","-25.02","-48.054","literature",-48.054,-25.02,"UTF-8"
"1719",na,"Fenda do Tigre","SC","Southern","Atlantic_Forest","-27.21944536","-49.77750627","field",-49.77750627,-27.21944536,"UTF-8"
"1720","PR00157","Foz do Iguacu (PR-FI-43) -Porto Gomes 2","PR","Southern","Atlantic_Forest","-25.586942","-54.410456","literature",-54.410456,-25.586942,"UTF-8"
"1721","PR00157","Foz do Iguacu (PR-FI-43) -Porto Gomes 2","PR","Southern","Atlantic_Forest","-25.586942","-54.410456","literature",-54.410456,-25.586942,"UTF-8"
"1722","PR00157","Foz do Iguacu (PR-FI-43) -Porto Gomes 2","PR","Southern","Atlantic_Forest","-25.586942","-54.410456","literature",-54.410456,-25.586942,"UTF-8"
"1723","PR00157","Foz do Iguacu (PR-FI-43) -Porto Gomes 2","PR","Southern","Atlantic_Forest","-25.586942","-54.410456","literature",-54.410456,-25.586942,"UTF-8"
"1724","PR00157","Foz do Iguacu (PR-FI-43) -Porto Gomes 2","PR","Southern","Atlantic_Forest","-25.586942","-54.410456","literature",-54.410456,-25.586942,"UTF-8"
"1725","PR00157","Foz do Iguacu (PR-FI-43) -Porto Gomes 2","PR","Southern","Atlantic_Forest","-25.586942","-54.410456","literature",-54.410456,-25.586942,"UTF-8"
"1726","PA-J-36","Frei Luis","PA","Northern","Amazon_Forest","-8.60805","-49.528998","estimated",-49.528998,-8.60805,"UTF-8"
"1727","PA-J-36","Frei Luis","PA","Northern","Amazon_Forest","-8.60805","-49.528998","estimated",-49.528998,-0.860805,"UTF-8"
"1728",na,"Furna do Estrago","PE","Central-western","Savannah","-8.133333","-36.366667","literature",-36.366667,-8.133333,"UTF-8"
"1729",na,"Furna do Estrago","PE","Central-western","Savannah","-8.133333","-36.366667","literature",-36.366667,-8.133333,"UTF-8"
"1730",na,"Furna do Estrago","PE","Central-western","Savannah","-8.133333","-36.366667","literature",-36.366667,-8.133333,"UTF-8"
"1731",na,"Furna do Estrago","PE","Central-western","Savannah","-8.133333","-36.366667","literature",-36.366667,-8.133333,"UTF-8"
"1732",na,"Furna do Estrago","PE","Central-western","Savannah","-8.133333","-36.366667","literature",-36.366667,-8.133333,"UTF-8"
"1733",na,"Furna do Estrago","PE","Central-western","Savannah","-8.133333","-36.366667","literature",-36.366667,-8.133333,"UTF-8"
"1734",na,"Furna do Estrago","PE","Central-western","Savannah","-8.133333","-36.366667","literature",-36.366667,-8.133333,"UTF-8"
"1735",na,"Galheta 1","SC","Southern","Restinga","-28.553822","-48.78769081","literature",-48.78769081,-28.553822,"UTF-8"
"1736",na,"Galheta 2","SC","Southern","Restinga","-28.554115","-48.7885533","literature",-48.7885533,-28.554115,"UTF-8"
"1737",na,"Galheta 3","SC","Southern","Restinga","-28.544683","-48.79642441","literature",-48.79642441,-28.544683,"UTF-8"
"1738",na,"Sambaqui Garopaba","SC","Southern","Restinga","-28.61805556","-48.88472222","literature",-48.88472222,-28.61805556,"UTF-8"
"1739",na,"Sambaqui Garopaba do Sul","SC","Southern","Restinga","-28.613713","-48.892584","literature",-48.892584,-28.613713,"UTF-8"
"1740",na,"Sambaqui Garopaba do Sul","SC","Southern","Restinga","-28.613713","-48.892584","literature",-48.892584,-28.613713,"UTF-8"
"1741",na,"Sambaqui Garopaba do Sul","SC","Southern","Restinga","-28.613713","-48.892584","literature",-48.892584,-28.613713,"UTF-8"
"1742",na,"Sambaqui Garopaba do Sul","SC","Southern","Restinga","-28.613713","-48.892584","literature",-48.892584,-28.613713,"UTF-8"
"1743",na,"Sambaqui Gaspar","SC","Southern","Atlantic_Forest","-26.966667","-48.916667","literature",-48.916667,-26.966667,"UTF-8"
"1744",na,"Sambaqui Gaspar","SC","Southern","Atlantic_Forest","-26.966667","-48.916667","literature",-48.916667,-26.966667,"UTF-8"
"1745",na,"Geriba II","RJ","Southeastern","Coastal/marine","-22.778957","-41.904369","literature",-41.904369,-22.778957,"UTF-8"
"1746",na,"Geriba I","RJ","Southeastern","Coastal/marine","-22.779274","-41.903865","estimated",-41.903865,-22.779274,"UTF-8"
"1747",na,"GO-CA-25","GO","Central-western","Savannah","-17.381049","-48.667632","literature",-48.667632,-17.381049,"UTF-8"
"1748","GO-CP-02","Gruta da Pedra","GO","Central-western","Savannah","-16.160869","-52.00198","literature",-52.00198,-16.160869,"UTF-8"
"1749",na,"GO-CP-05","GO","Central-western","Savannah","-16.16598","-52.002409","literature",-52.002409,-16.16598,"UTF-8"
"1750",na,"GO-CP-05","GO","Central-western","Savannah","-16.16598","-52.002409","literature",-52.002409,-16.16598,"UTF-8"
"1751",na,"GO-CP-16","GO","Central-western","Savannah","-16.180489","-51.99108","literature",-51.99108,-16.180489,"UTF-8"
"1752","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1753","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1754","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1755","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1756","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1757","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1758","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1759","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1760","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1761","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1762","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1763","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1764","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1765","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1766","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1767","GO-JA-01","Diogo Lemes da Silva","GO","Central-western","Savannah","-18.28333333","-52.04777778","literature",-52.04777778,-18.28333333,"UTF-8"
"1768",na,"GO-JA-02","GO","Central-western","Savannah","-18.3111","-52.036944","literature",-52.036944,-18.3111,"UTF-8"
"1769",na,"GO-JA-02","GO","Central-western","Savannah","-18.3111","-52.036944","literature",-52.036944,-18.3111,"UTF-8"
"1770",na,"GO-JA-03","GO","Central-western","Savannah","-18.444722","-52.0004","literature",-52.0004,-18.444722,"UTF-8"
"1771",na,"GO-JA-03","GO","Central-western","Savannah","-18.444722","-52.0004","literature",-52.0004,-18.444722,"UTF-8"
"1772",na,"GO-JA-14","GO","Central-western","Savannah","-18.447222","-52.0055","literature",-52.0055,-18.447222,"UTF-8"
"1773",na,"GO-JA-23","GO","Central-western","Savannah","-16.174718","-51.915634","literature",-51.915634,-16.174718,"UTF-8"
"1774",na,"GO-JA-23","GO","Central-western","Savannah","-16.174718","-51.915634","literature",-51.915634,-16.174718,"UTF-8"
"1775",na,"GO-JA-23","GO","Central-western","Savannah","-16.174718","-51.915634","literature",-51.915634,-16.174718,"UTF-8"
"1776",na,"GO-JA-23","GO","Central-western","Savannah","-16.174718","-51.915634","literature",-51.915634,-16.174718,"UTF-8"
"1777",na,"GO-JA-23","GO","Central-western","Savannah","-16.174718","-51.915634","literature",-51.915634,-16.174718,"UTF-8"
"1778",na,"GO-JA-23","GO","Central-western","Savannah","-16.174718","-51.915634","literature",-51.915634,-16.174718,"UTF-8"
"1779",na,"GO-JA-23","GO","Central-western","Savannah","-16.174718","-51.915634","literature",-51.915634,-16.174718,"UTF-8"
"1780",na,"GO-JA-26","GO","Central-western","Savannah","-18.444722","-52.0369","literature",-52.0369,-18.444722,"UTF-8"
"1781",na,"GO-JA-26","GO","Central-western","Savannah","-18.444722","-52.0369","literature",-52.0369,-18.444722,"UTF-8"
"1782",na,"GO-NI-49","GO","Central-western","Savannah","-14.4833","-49.466667","literature",-49.466667,-14.4833,"UTF-8"
"1783",na,"GO-NI-08","GO","Central-western","Savannah","-14.466667","-48.466667","literature",-48.466667,-14.466667,"UTF-8"
"1784","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1785","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1786","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1787","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1788","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1789","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1790","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1791","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1792","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1793","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1794","GO-NI-176","Abrigo Pedra Talhada",na,"Central-western","Savannah","-13.9506","-48.2772","literature",-48.2772,-13.9506,"UTF-8"
"1795",na,"Sambaqui do Godo","PR","Southern","Atlantic_Forest","-30.433333","-50.5","literature",-50.5,-30.433333,"UTF-8"
"1796",na,"Sambaqui do Godo","PR","Southern","Atlantic_Forest","-30.433333","-50.5","literature",-50.5,-30.433333,"UTF-8"
"1797",na,"Sambaqui do Godo","PR","Southern","Atlantic_Forest","-30.433333","-50.5","literature",-50.5,-30.433333,"UTF-8"
"1798",na,"Sambaqui do Godo","PR","Southern","Atlantic_Forest","-30.433333","-50.5","literature",-50.5,-30.433333,"UTF-8"
"1799",na,"Sambaqui do Godo","PR","Southern","Atlantic_Forest","-30.433333","-50.5","literature",-50.5,-30.433333,"UTF-8"
"1800",na,"Sambaqui do Godo","PR","Southern","Atlantic_Forest","-30.433333","-50.5","literature",-50.5,-30.433333,"UTF-8"
"1801","PA-AT-337: S11D48","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1802","PA-AT-337: S11D48","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1803","PA-AT-337: S11D48","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1804","PA-AT-337: S11D48","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1805","PA-AT-337: S11D48","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1806","PA-AT-337: S11D48","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1807","PA-AT-337: S11D48","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1808","PA-AT-337: S11D48","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1809","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1810","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1811","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1812","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1813","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1814","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1815","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1816","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1817","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1818","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1819","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1820","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1821","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1822","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1823","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1824","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1825","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1826","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1827","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1828","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1829","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1830","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1831","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1832","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1833","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1834","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1835","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1836","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1837","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1838","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1839","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1840","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1841","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1842","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1843","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1844","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1845","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1846","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1847","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1848","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1849","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1850","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1851","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
"1852","PA-AT-337: S11D 47","Gruta da Capela","PA","Northern","Amazon_Forest/Savannah","-6.412028","-50.315778","estimated",-50.315778,-6.412028,"UTF-8"
