"","nome_inicial","long_inicial","lat_incial","est_inicial","mun_inicial","cod_mun","nm_mun","estado","longitude","latitude","nome","pais","id","id_duplicado"
"18","SC-CL-30",-50.20092,-27.67006,NA,NA,"4209300","lages","sc",-50.20092,-27.67006,"sccl30","br","br_sc_sccl30_4209300",FALSE
"19","SC-CL-28",-50.2007,-27.67662,NA,NA,"4209300","lages","sc",-50.2007,-27.67662,"sccl28","br","br_sc_sccl28_4209300",FALSE
"20","Abrigo-sob-rocha Tus",-50.20031,-23.99788,NA,NA,"4101606","arapoti","pr",-50.20031,-23.99788,"abrigosobrochatus","br","br_pr_abrigosobrochatus_4101606",FALSE
"21","SC-CL-31",-50.19602,-27.66614,NA,NA,"4209300","lages","sc",-50.19602,-27.66614,"sccl31","br","br_sc_sccl31_4209300",FALSE
"22","SC-CL-29",-50.19314,-27.66993,NA,NA,"4209300","lages","sc",-50.19314,-27.66993,"sccl29","br","br_sc_sccl29_4209300",FALSE
"23","SC-CL-36",-50.18143,-27.57972,NA,NA,"4212056","palmeira","sc",-50.18143,-27.57972,"sccl36","br","br_sc_sccl36_4212056",FALSE
"24","SC-CL-35",-50.17769,-27.58437,NA,NA,"4212056","palmeira","sc",-50.17769,-27.58437,"sccl35","br","br_sc_sccl35_4212056",FALSE
"25","Lurdes Cixeski",-53.11826,-25.58335,NA,NA,"4106571","cruzeiro do iguaçu","pr",-53.11826,-25.58335,"lurdescixeski","br","br_pr_lurdescixeski_4106571",FALSE
"26","SC-CL-34",-50.16872,-27.59783,NA,NA,"4212056","palmeira","sc",-50.16872,-27.59783,"sccl34","br","br_sc_sccl34_4212056",FALSE
"27","SC-CL-33",-50.16661,-27.60319,NA,NA,"4212056","palmeira","sc",-50.16661,-27.60319,"sccl33","br","br_sc_sccl33_4212056",FALSE
"28","SC-CL-32",-50.16517,-27.6084,NA,NA,"4212056","palmeira","sc",-50.16517,-27.6084,"sccl32","br","br_sc_sccl32_4212056",FALSE
"29","Fase Guatambu",-50.149,-28.8018,NA,NA,"4318622","são josé dos ausentes","rs",-50.149,-28.8018,"faseguatambu","br","br_rs_faseguatambu_4318622",FALSE
"30","SC-CL-14",-50.14644,-27.8716,NA,NA,"4211892","painel","sc",-50.14644,-27.8716,"sccl14","br","br_sc_sccl14_4211892",FALSE
"31","agua Caratuva-2",-50.14456,-23.9831,NA,NA,"4101606","arapoti","pr",-50.14456,-23.9831,"aguacaratuva2","br","br_pr_aguacaratuva2_4101606",FALSE
"32","SC-TA-01",-50.14067,-27.10267,NA,NA,"4217808","taió","sc",-50.14067,-27.10267,"scta01","br","br_sc_scta01_4217808",FALSE
"33","agua Caratuva-3",-50.13323,-23.98481,NA,NA,"4101606","arapoti","pr",-50.13323,-23.98481,"aguacaratuva3","br","br_pr_aguacaratuva3_4101606",FALSE
"34","Imbe 02",-50.13251,-29.92238,NA,NA,"4310330","imbé","rs",-50.13251,-29.92238,"imbe02","br","br_rs_imbe02_4310330",FALSE
"35","Rio do Cafe-1",-50.13068,-23.98464,NA,NA,"4101606","arapoti","pr",-50.13068,-23.98464,"riodocafe1","br","br_pr_riodocafe1_4101606",FALSE
"36","SC-VU-5",-53.11641,-27.00557,NA,NA,"4204756","cunhataí","sc",-53.11641,-27.00557,"scvu5","br","br_sc_scvu5_4204756",FALSE
"37","SC-CL-10",-50.11854,-27.85906,NA,NA,"4211892","painel","sc",-50.11854,-27.85906,"sccl10","br","br_sc_sccl10_4211892",FALSE
"38","SC-CL-13",-50.11756,-27.87609,NA,NA,"4211892","painel","sc",-50.11756,-27.87609,"sccl13","br","br_sc_sccl13_4211892",FALSE
"39","Rio do Cafe-2",-50.11316,-23.98922,NA,NA,"4101606","arapoti","pr",-50.11316,-23.98922,"riodocafe2","br","br_pr_riodocafe2_4101606",FALSE
"40","SC-CL-11",-50.11003,-27.88816,NA,NA,"4211892","painel","sc",-50.11003,-27.88816,"sccl11","br","br_sc_sccl11_4211892",FALSE
"41","RS-LN-17",-50.10971,-29.90067,NA,NA,"4310330","imbé","rs",-50.10971,-29.90067,"rsln17","br","br_rs_rsln17_4310330",FALSE
"42","SC-CL-9",-50.10297,-27.85848,NA,NA,"4211892","painel","sc",-50.10297,-27.85848,"sccl9","br","br_sc_sccl9_4211892",FALSE
"43","RS-LN-18",-50.10238,-29.88815,NA,NA,"4310330","imbé","rs",-50.10238,-29.88815,"rsln18","br","br_rs_rsln18_4310330",FALSE
"44","SC-CL-12",-50.08715,-27.88082,NA,NA,"4211892","painel","sc",-50.08715,-27.88082,"sccl12","br","br_sc_sccl12_4211892",FALSE
"45","Fase Guatambu",-50.0826,-28.80921,NA,NA,"4318622","são josé dos ausentes","rs",-50.0826,-28.80921,"faseguatambu","br","br_rs_faseguatambu_4318622",TRUE
"46","Abrigo Usi Sao Joao",-50.07808,-25.02173,NA,NA,"4119905","ponta grossa","pr",-50.07808,-25.02173,"abrigousisaojoao","br","br_pr_abrigousisaojoao_4119905",FALSE
"47","SC-VU-4",-53.11477,-27.02739,NA,NA,"4204756","cunhataí","sc",-53.11477,-27.02739,"scvu4","br","br_sc_scvu4_4204756",FALSE
"48","Rio do Cafe 5",-50.0459,-23.97694,NA,NA,"4119202","pinhalão","pr",-50.0459,-23.97694,"riodocafe5","br","br_pr_riodocafe5_4119202",FALSE
"49","RS-LN-19",-50.04366,-29.79079,NA,NA,"4323804","xangrilá","rs",-50.04366,-29.79079,"rsln19","br","br_rs_rsln19_4323804",FALSE
"50","Santa Barbara 7",-50.04149,-25.56974,NA,NA,"4117701","palmeira","pr",-50.04149,-25.56974,"santabarbara7","br","br_pr_santabarbara7_4117701",FALSE
"51","Santa Barbara 1",-50.04146,-25.57406,NA,NA,"4117701","palmeira","pr",-50.04146,-25.57406,"santabarbara1","br","br_pr_santabarbara1_4117701",FALSE
"52","Fase Guatambu",-49.96616,-28.49371,NA,NA,"4318622","são josé dos ausentes","rs",-49.96616,-28.49371,"faseguatambu","br","br_rs_faseguatambu_4318622",TRUE
"53","Fase Guatambu",-49.95031,-28.54495,NA,NA,"4318622","são josé dos ausentes","rs",-49.95031,-28.54495,"faseguatambu","br","br_rs_faseguatambu_4318622",TRUE
"54","SC-CL-6",-49.94351,-27.7384,NA,NA,"4202438","bocaina do sul","sc",-49.94351,-27.7384,"sccl6","br","br_sc_sccl6_4202438",FALSE
"55","Fase Guatambu",-49.88691,-28.49731,NA,NA,"4318622","são josé dos ausentes","rs",-49.88691,-28.49731,"faseguatambu","br","br_rs_faseguatambu_4318622",TRUE
"56","Fase Guatambu",-49.84116,-28.46197,NA,NA,"4216503","são joaquim","sc",-49.84116,-28.46197,"faseguatambu","br","br_sc_faseguatambu_4216503",FALSE
"57","PR CT 02",-49.82009,-25.68689,NA,NA,"4113205","lapa","pr",-49.82009,-25.68689,"prct02","br","br_pr_prct02_4113205",FALSE
"58","SC-VU-6",-53.11453,-27.0008,NA,NA,"4204756","cunhataí","sc",-53.11453,-27.0008,"scvu6","br","br_sc_scvu6_4204756",FALSE
"59","Capao Bonito 1",-49.79999,-25.68443,NA,NA,"4113205","lapa","pr",-49.79999,-25.68443,"capaobonito1","br","br_pr_capaobonito1_4113205",FALSE
"60","PR CT 32",-49.79648,-25.67503,NA,NA,"4113205","lapa","pr",-49.79648,-25.67503,"prct32","br","br_pr_prct32_4113205",FALSE
"61","Rio Capivari 2",-49.78916,-25.67551,NA,NA,"4113205","lapa","pr",-49.78916,-25.67551,"riocapivari2","br","br_pr_riocapivari2_4113205",FALSE
"62","RS-LN-22",-49.77357,-29.396,NA,NA,"4321501","torres","rs",-49.77357,-29.396,"rsln22","br","br_rs_rsln22_4321501",FALSE
"63","RS-LN-03",-49.76897,-29.38718,NA,NA,"4321501","torres","rs",-49.76897,-29.38718,"rsln03","br","br_rs_rsln03_4321501",FALSE
"64","SC-CL-4",-49.75381,-27.5551,NA,NA,"4212700","petrolândia","sc",-49.75381,-27.5551,"sccl4","br","br_sc_sccl4_4212700",FALSE
"65","Torre 244 LT230kV Bat-Jag",-49.7519,-24.46661,NA,NA,"4119400","piraí do sul","pr",-49.7519,-24.46661,"torre244lt230kvbatjag","br","br_pr_torre244lt230kvbatjag_4119400",FALSE
"66","Torre 229 LT230kV Bat-Jag",-49.75178,-24.51662,NA,NA,"4119400","piraí do sul","pr",-49.75178,-24.51662,"torre229lt230kvbatjag","br","br_pr_torre229lt230kvbatjag_4119400",FALSE
"67","Torre 247 LT230kV Bat-Jag",-49.74761,-24.45322,NA,NA,"4119400","piraí do sul","pr",-49.74761,-24.45322,"torre247lt230kvbatjag","br","br_pr_torre247lt230kvbatjag_4119400",FALSE
"68","Torre 248 LT230kV Bat-Jag",-49.74669,-24.45035,NA,NA,"4119400","piraí do sul","pr",-49.74669,-24.45035,"torre248lt230kvbatjag","br","br_pr_torre248lt230kvbatjag_4119400",FALSE
"69","SC-VU-3",-53.10692,-27.01411,NA,NA,"4204756","cunhataí","sc",-53.10692,-27.01411,"scvu3","br","br_sc_scvu3_4204756",FALSE
"70","Acesso a torre 245 LT230kV Bat-Jag",-49.7454,-24.46987,NA,NA,"4119400","piraí do sul","pr",-49.7454,-24.46987,"acessoatorre245lt230kvbatjag","br","br_pr_acessoatorre245lt230kvbatjag_4119400",FALSE
"71","Torre 250 LT230kV Bat-Jag",-49.74349,-24.44036,NA,NA,"4112009","jaguariaíva","pr",-49.74349,-24.44036,"torre250lt230kvbatjag","br","br_pr_torre250lt230kvbatjag_4112009",FALSE
"72","SC-CL-1",-49.74207,-27.58031,NA,NA,"4212700","petrolândia","sc",-49.74207,-27.58031,"sccl1","br","br_sc_sccl1_4212700",FALSE
"73","Torre 252 LT230kV Bat-Jag",-49.74075,-24.43181,NA,NA,"4112009","jaguariaíva","pr",-49.74075,-24.43181,"torre252lt230kvbatjag","br","br_pr_torre252lt230kvbatjag_4112009",FALSE
"74","Torre 253 LT230kV Bat-Jag",-49.73951,-24.42794,NA,NA,"4112009","jaguariaíva","pr",-49.73951,-24.42794,"torre253lt230kvbatjag","br","br_pr_torre253lt230kvbatjag_4112009",FALSE
"75","Torre 256 LT230kV Bat-Jag",-49.7359,-24.41668,NA,NA,"4112009","jaguariaíva","pr",-49.7359,-24.41668,"torre256lt230kvbatjag","br","br_pr_torre256lt230kvbatjag_4112009",FALSE
"76","SC-CL-2",-49.73451,-27.58537,NA,NA,"4212700","petrolândia","sc",-49.73451,-27.58537,"sccl2","br","br_sc_sccl2_4212700",FALSE
"77","Torre 259 LT230kV Bat-Jag",-49.73246,-24.40593,NA,NA,"4112009","jaguariaíva","pr",-49.73246,-24.40593,"torre259lt230kvbatjag","br","br_pr_torre259lt230kvbatjag_4112009",FALSE
"78","Torre 260 LT230kV Bat-Jag",-49.73062,-24.40021,NA,NA,"4112009","jaguariaíva","pr",-49.73062,-24.40021,"torre260lt230kvbatjag","br","br_pr_torre260lt230kvbatjag_4112009",FALSE
"79","SC-CL-3",-49.71698,-27.59408,NA,NA,"4212700","petrolândia","sc",-49.71698,-27.59408,"sccl3","br","br_sc_sccl3_4212700",FALSE
"80","SC-VU-2",-53.10614,-27.01721,NA,NA,"4204756","cunhataí","sc",-53.10614,-27.01721,"scvu2","br","br_sc_scvu2_4204756",FALSE
"81","Rio Bonito",-49.71342,-25.28016,NA,NA,"4104204","campo largo","pr",-49.71342,-25.28016,"riobonito","br","br_pr_riobonito_4104204",FALSE
"82","Baldessar 2",-49.69836,-27.93224,NA,NA,"4218905","urubici","sc",-49.69836,-27.93224,"baldessar2","br","br_sc_baldessar2_4218905",FALSE
"83","Copetti",-49.69603,-27.9283,NA,NA,"4218905","urubici","sc",-49.69603,-27.9283,"copetti","br","br_sc_copetti_4218905",FALSE
"84","Baldessar 1",-49.69578,-28.01457,NA,NA,"4218905","urubici","sc",-49.69578,-28.01457,"baldessar1","br","br_sc_baldessar1_4218905",FALSE
"85","Abrigo Jaguariaa�a�va 1",-49.69534,-24.27061,NA,NA,"4112009","jaguariaíva","pr",-49.69534,-24.27061,NA,"br","br_pr_NA_4112009",FALSE
"86","Paulino",-49.67069,-27.89404,NA,NA,"4215059","rio rufino","sc",-49.67069,-27.89404,"paulino","br","br_sc_paulino_4215059",FALSE
"87","Carmosino",-49.66943,-27.93731,NA,NA,"4218905","urubici","sc",-49.66943,-27.93731,"carmosino","br","br_sc_carmosino_4218905",FALSE
"88","Rudi",-49.66765,-27.95445,NA,NA,"4218905","urubici","sc",-49.66765,-27.95445,"rudi","br","br_sc_rudi_4218905",FALSE
"89","Torre 145 LT 230kV Bat-Jag",-49.66531,-24.80872,NA,NA,"4104907","castro","pr",-49.66531,-24.80872,"torre145lt230kvbatjag","br","br_pr_torre145lt230kvbatjag_4104907",FALSE
"90","Torre 144 LT 230kV Bat-Jag",-49.66463,-24.81311,NA,NA,"4104907","castro","pr",-49.66463,-24.81311,"torre144lt230kvbatjag","br","br_pr_torre144lt230kvbatjag_4104907",FALSE
"91","Balsa do Encantado",-53.10406,-25.54519,NA,NA,"4106571","cruzeiro do iguaçu","pr",-53.10406,-25.54519,"balsadoencantado","br","br_pr_balsadoencantado_4106571",FALSE
"92","Urubici 30",-49.66079,-28.11243,NA,NA,"4218905","urubici","sc",-49.66079,-28.11243,"urubici30","br","br_sc_urubici30_4218905",FALSE
"93","Torre 131 LT 230kV Bat-Jag",-49.65476,-24.86581,NA,NA,"4104907","castro","pr",-49.65476,-24.86581,"torre131lt230kvbatjag","br","br_pr_torre131lt230kvbatjag_4104907",FALSE
"94","Nezio 2",-49.64293,-24.05862,NA,NA,"4125407","são josé da boa vista","pr",-49.64293,-24.05862,"nezio2","br","br_pr_nezio2_4125407",FALSE
"95","Leguinho",-49.64139,-27.96048,NA,NA,"4218905","urubici","sc",-49.64139,-27.96048,"leguinho","br","br_sc_leguinho_4218905",FALSE
"96","Nezio 3",-49.64127,-24.06139,NA,NA,"4125407","são josé da boa vista","pr",-49.64127,-24.06139,"nezio3","br","br_pr_nezio3_4125407",FALSE
"97","Nezio 1",-49.6408,-24.05869,NA,NA,"4125407","são josé da boa vista","pr",-49.6408,-24.05869,"nezio1","br","br_pr_nezio1_4125407",FALSE
"98","Torre 99 LT 230kV Bat-Jag",-49.64009,-25.00367,NA,NA,"4104907","castro","pr",-49.64009,-25.00367,"torre99lt230kvbatjag","br","br_pr_torre99lt230kvbatjag_4104907",FALSE
"99","Torre 75 Lt230kV Bat-Jag",-49.6171,-25.11313,NA,NA,"4104204","campo largo","pr",-49.6171,-25.11313,"torre75lt230kvbatjag","br","br_pr_torre75lt230kvbatjag_4104204",FALSE
"100","Salto do Itarare 12",-49.61596,-23.58996,NA,NA,"4122909","salto do itararé","pr",-49.61596,-23.58996,"saltodoitarare12","br","br_pr_saltodoitarare12_4122909",FALSE
"101","Torre 73 Lt230kV Bat-Jag",-49.61467,-25.12358,NA,NA,"4104204","campo largo","pr",-49.61467,-25.12358,"torre73lt230kvbatjag","br","br_pr_torre73lt230kvbatjag_4104204",FALSE
"102","SC-VU-1",-53.1031,-27.02051,NA,NA,"4204756","cunhataí","sc",-53.1031,-27.02051,"scvu1","br","br_sc_scvu1_4204756",FALSE
"103","Ilha do Paredao",-49.61014,-23.62848,NA,NA,"4122909","salto do itararé","pr",-49.61014,-23.62848,"ilhadoparedao","br","br_pr_ilhadoparedao_4122909",FALSE
"104","Urubici 8",-49.60972,-27.97187,NA,NA,"4218905","urubici","sc",-49.60972,-27.97187,"urubici8","br","br_sc_urubici8_4218905",FALSE
"105","agua do Sapateiro",-49.60908,-23.6317,NA,NA,"4122909","salto do itararé","pr",-49.60908,-23.6317,"aguadosapateiro","br","br_pr_aguadosapateiro_4122909",FALSE
"106","Savoca 3",-49.60636,-27.98047,NA,NA,"4218905","urubici","sc",-49.60636,-27.98047,"savoca3","br","br_sc_savoca3_4218905",FALSE
"107","Savoca 1",-49.60335,-27.98197,NA,NA,"4218905","urubici","sc",-49.60335,-27.98197,"savoca1","br","br_sc_savoca1_4218905",FALSE
"108","Corredeira das Ilhas 1",-49.60217,-23.45787,NA,NA,"4104709","carlópolis","pr",-49.60217,-23.45787,"corredeiradasilhas1","br","br_pr_corredeiradasilhas1_4104709",FALSE
"109","Urubici 36",-49.59973,-28.02132,NA,NA,"4218905","urubici","sc",-49.59973,-28.02132,"urubici36","br","br_sc_urubici36_4218905",FALSE
"110","Torre 56 Lt230kV Bat-Jag",-49.5976,-25.19703,NA,NA,"4104204","campo largo","pr",-49.5976,-25.19703,"torre56lt230kvbatjag","br","br_pr_torre56lt230kvbatjag_4104204",FALSE
"111","Urubici 4",-49.59755,-28.0004,NA,NA,"4218905","urubici","sc",-49.59755,-28.0004,"urubici4","br","br_sc_urubici4_4218905",FALSE
"112","ZeSilvio",-49.59507,-27.99076,NA,NA,"4218905","urubici","sc",-49.59507,-27.99076,"zesilvio","br","br_sc_zesilvio_4218905",FALSE
"113","Sanga Funda 3",-54.55019,-25.396,NA,NA,"4108304","foz do iguaçu","pr",-54.55019,-25.396,"sangafunda3","br","br_pr_sangafunda3_4108304",FALSE
"114","Boca do Encado I",-53.10167,-25.53936,NA,NA,"4106571","cruzeiro do iguaçu","pr",-53.10167,-25.53936,"bocadoencadoi","br","br_pr_bocadoencadoi_4106571",FALSE
"115","Nicinha 1",-49.595,-27.98159,NA,NA,"4218905","urubici","sc",-49.595,-27.98159,"nicinha1","br","br_sc_nicinha1_4218905",FALSE
"116","Nicinha 2",-49.59472,-27.98326,NA,NA,"4218905","urubici","sc",-49.59472,-27.98326,"nicinha2","br","br_sc_nicinha2_4218905",FALSE
"117","Ildo 1",-49.59139,-27.98048,NA,NA,"4218905","urubici","sc",-49.59139,-27.98048,"ildo1","br","br_sc_ildo1_4218905",FALSE
"118","Madureira",-49.58861,-27.99771,NA,NA,"4218905","urubici","sc",-49.58861,-27.99771,"madureira","br","br_sc_madureira_4218905",FALSE
"119","Riacho 6",-49.5852,-28.0197,NA,NA,"4218905","urubici","sc",-49.5852,-28.0197,"riacho6","br","br_sc_riacho6_4218905",FALSE
"120","Torre 45 Lt230kV Bat-Jag",-49.5852,-25.25034,NA,NA,"4104204","campo largo","pr",-49.5852,-25.25034,"torre45lt230kvbatjag","br","br_pr_torre45lt230kvbatjag_4104204",FALSE
"121","Rio Itarare 1",-49.58362,-23.90387,NA,NA,"4125407","são josé da boa vista","pr",-49.58362,-23.90387,"rioitarare1","br","br_pr_rioitarare1_4125407",FALSE
"122","Donizete",-49.58328,-28.03707,NA,NA,"4218905","urubici","sc",-49.58328,-28.03707,"donizete","br","br_sc_donizete_4218905",FALSE
"123","Abrigo do Mariano",-49.5832,-24.31959,NA,NA,"4126306","sengés","pr",-49.5832,-24.31959,"abrigodomariano","br","br_pr_abrigodomariano_4126306",FALSE
"124","Urubici 26",-49.58222,-28.00604,NA,NA,"4218905","urubici","sc",-49.58222,-28.00604,"urubici26","br","br_sc_urubici26_4218905",FALSE
"125","Ahy 1",-53.10029,-24.63324,NA,NA,"4101051","anahy","pr",-53.10029,-24.63324,"ahy1","br","br_pr_ahy1_4101051",FALSE
"126","Nehues",-49.58056,-27.98675,NA,NA,"4218905","urubici","sc",-49.58056,-27.98675,"nehues","br","br_sc_nehues_4218905",FALSE
"127","Torre 38 Lt230kV Bat-Jag",-49.57954,-25.27458,NA,NA,"4104204","campo largo","pr",-49.57954,-25.27458,"torre38lt230kvbatjag","br","br_pr_torre38lt230kvbatjag_4104204",FALSE
"128","Urubici 21",-49.57659,-27.99035,NA,NA,"4218905","urubici","sc",-49.57659,-27.99035,"urubici21","br","br_sc_urubici21_4218905",FALSE
"129","Russas",-49.57573,-28.03795,NA,NA,"4218905","urubici","sc",-49.57573,-28.03795,"russas","br","br_sc_russas_4218905",FALSE
"130","Baldessar",-49.57282,-27.99081,NA,NA,"4218905","urubici","sc",-49.57282,-27.99081,"baldessar","br","br_sc_baldessar_4218905",FALSE
"131","Riacho 2",-49.56848,-28.02486,NA,NA,"4218905","urubici","sc",-49.56848,-28.02486,"riacho2","br","br_sc_riacho2_4218905",FALSE
"132","Riacho 1",-49.56804,-28.0277,NA,NA,"4218905","urubici","sc",-49.56804,-28.0277,"riacho1","br","br_sc_riacho1_4218905",FALSE
"133","Bonin 2",-49.55536,-27.99725,NA,NA,"4218905","urubici","sc",-49.55536,-27.99725,"bonin2","br","br_sc_bonin2_4218905",FALSE
"134","Cadas 2",-49.55028,-28.00604,NA,NA,"4218905","urubici","sc",-49.55028,-28.00604,"cadas2","br","br_sc_cadas2_4218905",FALSE
"135","Urubici 31",-49.54964,-27.99853,NA,NA,"4218905","urubici","sc",-49.54964,-27.99853,"urubici31","br","br_sc_urubici31_4218905",FALSE
"136","SC-VX-2",-53.09935,-27.03533,NA,NA,"4216008","são carlos","sc",-53.09935,-27.03533,"scvx2","br","br_sc_scvx2_4216008",FALSE
"137","Cadas 1",-49.54945,-28.00132,NA,NA,"4218905","urubici","sc",-49.54945,-28.00132,"cadas1","br","br_sc_cadas1_4218905",FALSE
"138","Mazzon 3",-49.54639,-27.99798,NA,NA,"4218905","urubici","sc",-49.54639,-27.99798,"mazzon3","br","br_sc_mazzon3_4218905",FALSE
"139","Mazzon 2",-49.545,-28.01465,NA,NA,"4218905","urubici","sc",-49.545,-28.01465,"mazzon2","br","br_sc_mazzon2_4218905",FALSE
"140","Mazzon 1",-49.54444,-27.99916,NA,NA,"4218905","urubici","sc",-49.54444,-27.99916,"mazzon1","br","br_sc_mazzon1_4218905",FALSE
"141","DaSilva",-49.54318,-28.0075,NA,NA,"4218905","urubici","sc",-49.54318,-28.0075,"dasilva","br","br_sc_dasilva_4218905",FALSE
"142","Urubici 20",-49.53651,-27.99812,NA,NA,"4218905","urubici","sc",-49.53651,-27.99812,"urubici20","br","br_sc_urubici20_4218905",FALSE
"143","Urubici 16",-49.53626,-28.01414,NA,NA,"4218905","urubici","sc",-49.53626,-28.01414,"urubici16","br","br_sc_urubici16_4218905",FALSE
"144","Urubici 11",-49.5362,-28.01279,NA,NA,"4218905","urubici","sc",-49.5362,-28.01279,"urubici11","br","br_sc_urubici11_4218905",FALSE
"145","Torre 5 Lt230kV Bat-Jag",-49.52992,-25.40098,NA,NA,"4104204","campo largo","pr",-49.52992,-25.40098,"torre5lt230kvbatjag","br","br_pr_torre5lt230kvbatjag_4104204",FALSE
"146","Capistrano",-49.51955,-28.01548,NA,NA,"4218905","urubici","sc",-49.51955,-28.01548,"capistrano","br","br_sc_capistrano_4218905",FALSE
"147","Porteira Ponte Caa�a�da",-53.0978,-25.53463,NA,NA,"4106571","cruzeiro do iguaçu","pr",-53.0978,-25.53463,NA,"br","br_pr_NA_4106571",TRUE
"148","Warmeling 3",-49.5167,-28.01601,NA,NA,"4218905","urubici","sc",-49.5167,-28.01601,"warmeling3","br","br_sc_warmeling3_4218905",FALSE
"149","Abrigo do Pontao",-49.51623,-24.22715,NA,NA,"4126306","sengés","pr",-49.51623,-24.22715,"abrigodopontao","br","br_pr_abrigodopontao_4126306",FALSE
"150","Warmeling 2",-49.51394,-28.01852,NA,NA,"4218905","urubici","sc",-49.51394,-28.01852,"warmeling2","br","br_sc_warmeling2_4218905",FALSE
"151","Idali Cristo I",-49.46702,-25.14225,NA,NA,"4111258","itaperuçu","pr",-49.46702,-25.14225,"idalicristoi","br","br_pr_idalicristoi_4111258",FALSE
"152","Ribeirao das Pedras I",-49.46494,-24.87104,NA,NA,"4105201","cerro azul","pr",-49.46494,-24.87104,"ribeiraodaspedrasi","br","br_pr_ribeiraodaspedrasi_4105201",FALSE
"153","Idali Cristo II",-49.46488,-25.14643,NA,NA,"4111258","itaperuçu","pr",-49.46488,-25.14643,"idalicristoii","br","br_pr_idalicristoii_4111258",FALSE
"154","Eudes I",-49.46479,-24.8752,NA,NA,"4105201","cerro azul","pr",-49.46479,-24.8752,"eudesi","br","br_pr_eudesi_4105201",FALSE
"155","Ribeirao das Pedras II",-49.46442,-24.87257,NA,NA,"4105201","cerro azul","pr",-49.46442,-24.87257,"ribeiraodaspedrasii","br","br_pr_ribeiraodaspedrasii_4105201",FALSE
"156","Sao Sebastiao VI",-49.46383,-24.85613,NA,NA,"4105201","cerro azul","pr",-49.46383,-24.85613,"saosebastiaovi","br","br_pr_saosebastiaovi_4105201",FALSE
"157","Fazenda Marrecas VIII",-49.46355,-24.64999,NA,NA,"4128633","doutor ulysses","pr",-49.46355,-24.64999,"fazendamarrecasviii","br","br_pr_fazendamarrecasviii_4128633",FALSE
"158","Floga�a�ncio",-53.09303,-25.56363,NA,NA,"4106571","cruzeiro do iguaçu","pr",-53.09303,-25.56363,NA,"br","br_pr_NA_4106571",TRUE
"159","Sao Sebastiao VII",-49.46295,-24.85938,NA,NA,"4105201","cerro azul","pr",-49.46295,-24.85938,"saosebastiaovii","br","br_pr_saosebastiaovii_4105201",FALSE
"160","Sao Sebastiao I",-49.46274,-24.88086,NA,NA,"4105201","cerro azul","pr",-49.46274,-24.88086,"saosebastiaoi","br","br_pr_saosebastiaoi_4105201",FALSE
"161","Sao Sebastiao V",-49.46168,-24.85422,NA,NA,"4105201","cerro azul","pr",-49.46168,-24.85422,"saosebastiaov","br","br_pr_saosebastiaov_4105201",FALSE
"162","Sao Sebastiao VIII",-49.46136,-24.86053,NA,NA,"4105201","cerro azul","pr",-49.46136,-24.86053,"saosebastiaoviii","br","br_pr_saosebastiaoviii_4105201",FALSE
"163","Sao Sebastiao II",-49.46102,-24.88364,NA,NA,"4105201","cerro azul","pr",-49.46102,-24.88364,"saosebastiaoii","br","br_pr_saosebastiaoii_4105201",FALSE
"164","Morro Grande II",-49.46072,-24.91597,NA,NA,"4122206","rio branco do sul","pr",-49.46072,-24.91597,"morrograndeii","br","br_pr_morrograndeii_4122206",FALSE
"165","Morro Grande III",-49.46059,-24.91795,NA,NA,"4122206","rio branco do sul","pr",-49.46059,-24.91795,"morrograndeiii","br","br_pr_morrograndeiii_4122206",FALSE
"166","Morro Grande I",-49.46039,-24.91461,NA,NA,"4122206","rio branco do sul","pr",-49.46039,-24.91461,"morrograndei","br","br_pr_morrograndei_4122206",FALSE
"167","Ribeirao da Via�a�va I",-49.4589,-24.88723,NA,NA,"4105201","cerro azul","pr",-49.4589,-24.88723,NA,"br","br_pr_NA_4105201",FALSE
"168","Ribeirao da Via�a�va II",-49.45833,-24.88506,NA,NA,"4105201","cerro azul","pr",-49.45833,-24.88506,NA,"br","br_pr_NA_4105201",TRUE
