NM_MUN;name;pais;CD_MUN;SIGLA_UF;id;id2
acrelandia;aparecidadonorte;br;1200013;ac;br_ac_aparecidadonorte_1200013;TRUE
alvorada d'oeste;ro-pb-s/n;br;1100346;ro;br_ro_ropbsn_1100346;TRUE
chaves;semnome;br;1502509;pa;br_pa_semnome_1502509;TRUE
chaves;semnome;br;1502509;pa;br_pa_semnome_1502509;TRUE
chupinguaia;chupinguaia2;br;1100924;ro;br_ro_chupinguaia2_1100924;TRUE
chupinguaia;chupinguaia1;br;1100924;ro;br_ro_chupinguaia1_1100924;TRUE
coari;clareira14;br;1301209;am;br_am_clareira14_1301209;TRUE
coari;clareira16;br;1301209;am;br_am_clareira16_1301209;TRUE
guajaramirim;medium;br;1100106;ro;br_ro_medium_1100106;TRUE
iranduba;xavier;br;1301852;am;br_am_xavier_1301852;TRUE
itacoatiara;boaesperanca;br;1301902;am;br_am_boaesperanca_1301902;TRUE
itaituba;santoantonio;br;1503606;pa;br_pa_santoantonio_1503606;TRUE
itaituba;campodojacare;br;1503606;pa;br_pa_campodojacare_1503606;TRUE
jaru;medium;br;1100114;ro;br_ro_medium_1100114;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;novavida;br;1100122;ro;br_ro_novavida_1100122;TRUE
labrea;geoglifo8;br;1302405;am;br_am_geoglifo8_1302405;TRUE
manaus;praiadourada;br;1302603;am;br_am_praiadourada_1302603;TRUE
monte alegre;donaraimunda;br;2407807;rn;br_rn_donaraimunda_2407807;TRUE
monte alegre;donaraimunda;br;1504802;pa;br_pa_donaraimunda_1504802;TRUE
novo airao;saopedro;br;1303205;am;br_am_saopedro_1303205;TRUE
palmeiras do tocantins;buritizinhoiii;br;1713809;to;br_to_buritizinhoiii_1713809;TRUE
paranaita;pedradacruz;br;5106299;mt;br_mt_pedradacruz_5106299;TRUE
presidente figueiredo;balbina_139;br;1303536;am;br_am_balbina_139_1303536;TRUE
presidente figueiredo;balbina_26;br;1303536;am;br_am_balbina_26_1303536;TRUE
presidente figueiredo;balbina_164;br;1303536;am;br_am_balbina_164_1303536;TRUE
presidente medici;medium;br;2109239;ma;br_ma_medium_2109239;TRUE
presidente medici;medium;br;1100254;ro;br_ro_medium_1100254;TRUE
presidente medici;medium;br;2109239;ma;br_ma_medium_2109239;TRUE
presidente medici;medium;br;1100254;ro;br_ro_medium_1100254;TRUE
presidente medici;nossasenhoraaparecida;br;2109239;ma;br_ma_nossasenhoraaparecida_2109239;TRUE
presidente medici;nossasenhoraaparecida;br;1100254;ro;br_ro_nossasenhoraaparecida_1100254;TRUE
presidente medici;medium;br;2109239;ma;br_ma_medium_2109239;TRUE
presidente medici;medium;br;1100254;ro;br_ro_medium_1100254;TRUE
santarem;santana;br;1506807;pa;br_pa_santana_1506807;TRUE
sao geraldo do araguaia;araguaia;br;1507458;pa;br_pa_araguaia_1507458;TRUE
sao luis;itapera;br;2111300;ma;br_ma_itapera_2111300;TRUE
sao miguel do guapore;ro-pb-s/n;br;1100320;ro;br_ro_ropbsn_1100320;TRUE
senador guiomard;coqueiral;br;1200450;ac;br_ac_coqueiral_1200450;TRUE
senador guiomard;altoalegre;br;1200450;ac;br_ac_altoalegre_1200450;TRUE
seringueiras;ro-pb-s/n;br;1101500;ro;br_ro_ropbsn_1101500;TRUE
tefe;marajo;br;1304203;am;br_am_marajo_1304203;TRUE
theobroma;medium;br;1101609;ro;br_ro_medium_1101609;TRUE
vale do anari;medium;br;1101757;ro;br_ro_medium_1101757;TRUE
acrelandia;aparecidadonorte;br;1200013;ac;br_ac_aparecidadonorte_1200013;TRUE
alvorada d'oeste;ro-pb-s/n;br;1100346;ro;br_ro_ropbsn_1100346;TRUE
chaves;semnome;br;1502509;pa;br_pa_semnome_1502509;TRUE
chupinguaia;chupinguaia2;br;1100924;ro;br_ro_chupinguaia2_1100924;TRUE
chupinguaia;chupinguaia1;br;1100924;ro;br_ro_chupinguaia1_1100924;TRUE
coari;clareira16;br;1301209;am;br_am_clareira16_1301209;TRUE
coari;clareira14;br;1301209;am;br_am_clareira14_1301209;TRUE
guajaramirim;medium;br;1100106;ro;br_ro_medium_1100106;TRUE
iranduba;xavier;br;1301852;am;br_am_xavier_1301852;TRUE
itacoatiara;boaesperanca;br;1301902;am;br_am_boaesperanca_1301902;TRUE
itaituba;campodojacare;br;1503606;pa;br_pa_campodojacare_1503606;TRUE
itaituba;santoantonio;br;1503606;pa;br_pa_santoantonio_1503606;TRUE
jaru;medium;br;1100114;ro;br_ro_medium_1100114;TRUE
jiparana;medium;br;1100122;ro;br_ro_medium_1100122;TRUE
jiparana;novavida;br;1100122;ro;br_ro_novavida_1100122;TRUE
labrea;geoglifo8;br;1302405;am;br_am_geoglifo8_1302405;TRUE
manaus;praiadourada;br;1302603;am;br_am_praiadourada_1302603;TRUE
monte alegre;donaraimunda;br;2407807;rn;br_rn_donaraimunda_2407807;TRUE
monte alegre;donaraimunda;br;1504802;pa;br_pa_donaraimunda_1504802;TRUE
novo airao;saopedro;br;1303205;am;br_am_saopedro_1303205;TRUE
palmeiras do tocantins;buritizinhoiii;br;1713809;to;br_to_buritizinhoiii_1713809;TRUE
paranaita;pedradacruz;br;5106299;mt;br_mt_pedradacruz_5106299;TRUE
presidente figueiredo;balbina_26;br;1303536;am;br_am_balbina_26_1303536;TRUE
presidente figueiredo;balbina_139;br;1303536;am;br_am_balbina_139_1303536;TRUE
presidente figueiredo;balbina_164;br;1303536;am;br_am_balbina_164_1303536;TRUE
presidente medici;medium;br;2109239;ma;br_ma_medium_2109239;TRUE
presidente medici;medium;br;1100254;ro;br_ro_medium_1100254;TRUE
santarem;santana;br;1506807;pa;br_pa_santana_1506807;TRUE
sao geraldo do araguaia;araguaia;br;1507458;pa;br_pa_araguaia_1507458;TRUE
sao luis;itapera;br;2111300;ma;br_ma_itapera_2111300;TRUE
sao miguel do guapore;ro-pb-s/n;br;1100320;ro;br_ro_ropbsn_1100320;TRUE
senador guiomard;coqueiral;br;1200450;ac;br_ac_coqueiral_1200450;TRUE
senador guiomard;altoalegre;br;1200450;ac;br_ac_altoalegre_1200450;TRUE
seringueiras;ro-pb-s/n;br;1101500;ro;br_ro_ropbsn_1101500;TRUE
tefe;marajo;br;1304203;am;br_am_marajo_1304203;TRUE
theobroma;medium;br;1101609;ro;br_ro_medium_1101609;TRUE
vale do anari;medium;br;1101757;ro;br_ro_medium_1101757;TRUE
presidente medici;nossasenhoraaparecida;br;2109239;ma;br_ma_nossasenhoraaparecida_2109239;TRUE
presidente medici;nossasenhoraaparecida;br;1100254;ro;br_ro_nossasenhoraaparecida_1100254;TRUE
 pracuuba;pracuuba(ap-am-10);br;1600550;ap;br_ap_pracuubaapam10_1600550;FALSE
 pracuuba;henrique(ap-am-13);br;1600550;ap;br_ap_henriqueapam13_1600550;FALSE
 pracuuba;relogio(ap-am-06);br;1600550;ap;br_ap_relogioapam06_1600550;FALSE
 pracuuba;tesodaredencao;br;1600550;ap;br_ap_tesodaredencao_1600550;FALSE
 pracuuba;aurora(ap-am-05);br;1600550;ap;br_ap_auroraapam05_1600550;FALSE
abaetetuba;viladabeja;br;1500107;pa;br_pa_viladabeja_1500107;FALSE
abaetetuba;ramaldebejavelho;br;1500107;pa;br_pa_ramaldebejavelho_1500107;FALSE
abaetetuba;bomjesus;br;1500107;pa;br_pa_bomjesus_1500107;FALSE
abaetetuba;santarosadomauba;br;1500107;pa;br_pa_santarosadomauba_1500107;FALSE
abaetetuba;engenhonoarapiranga;br;1500107;pa;br_pa_engenhonoarapiranga_1500107;FALSE
abaetetuba;tabatingadoarapiranga;br;1500107;pa;br_pa_tabatingadoarapiranga_1500107;FALSE
abaetetuba;piruqueira;br;1500107;pa;br_pa_piruqueira_1500107;FALSE
abaetetuba;igarapeacha;br;1500107;pa;br_pa_igarapeacha_1500107;FALSE
abaetetuba;santacruz;br;1500107;pa;br_pa_santacruz_1500107;FALSE
abaetetuba;fazendaespacoverde;br;1500107;pa;br_pa_fazendaespacoverde_1500107;FALSE
abaetetuba;arapiranga1;br;1500107;pa;br_pa_arapiranga1_1500107;FALSE
abaetetuba;castelo;br;1500107;pa;br_pa_castelo_1500107;FALSE
abaetetuba;santarem;br;1500107;pa;br_pa_santarem_1500107;FALSE
abaetetuba;casabranca;br;1500107;pa;br_pa_casabranca_1500107;FALSE
abaetetuba;mauba2;br;1500107;pa;br_pa_mauba2_1500107;FALSE
abaetetuba;vilamaranhaodebeja;br;1500107;pa;br_pa_vilamaranhaodebeja_1500107;FALSE
abaetetuba;rocadataperadoarapiranga;br;1500107;pa;br_pa_rocadataperadoarapiranga_1500107;FALSE
abaetetuba;mucajatuba;br;1500107;pa;br_pa_mucajatuba_1500107;FALSE
abaetetuba;arienga1;br;1500107;pa;br_pa_arienga1_1500107;FALSE
abaetetuba;apei;br;1500107;pa;br_pa_apei_1500107;FALSE
abaetetuba;cerca;br;1500107;pa;br_pa_cerca_1500107;FALSE
abaetetuba;areao;br;1500107;pa;br_pa_areao_1500107;FALSE
abaetetuba;santarosa;br;1500107;pa;br_pa_santarosa_1500107;FALSE
abaetetuba;saomigueldoarienga;br;1500107;pa;br_pa_saomigueldoarienga_1500107;FALSE
abaetetuba;abaete2;br;1500107;pa;br_pa_abaete2_1500107;FALSE
acrelandia;estrada2;br;1200013;ac;br_ac_estrada2_1200013;FALSE
acrelandia;nakahara3;br;1200013;ac;br_ac_nakahara3_1200013;FALSE
acrelandia;semnome(90);br;1200013;ac;br_ac_semnome90_1200013;FALSE
acrelandia;gtga-23;br;1200013;ac;br_ac_gtga23_1200013;FALSE
acrelandia;circuloduplo;br;1200013;ac;br_ac_circuloduplo_1200013;FALSE
acrelandia;nakahara78;br;1200013;ac;br_ac_nakahara78_1200013;FALSE
acrelandia;ivandra.8;br;1200013;ac;br_ac_ivandra8_1200013;FALSE
acrelandia;nakahara8;br;1200013;ac;br_ac_nakahara8_1200013;FALSE
acrelandia;nakahara10;br;1200013;ac;br_ac_nakahara10_1200013;FALSE
acrelandia;nakahara34;br;1200013;ac;br_ac_nakahara34_1200013;FALSE
acrelandia;nakahara9;br;1200013;ac;br_ac_nakahara9_1200013;FALSE
acrelandia;saofelipe;br;1200013;ac;br_ac_saofelipe_1200013;FALSE
acrelandia;nakahara72;br;1200013;ac;br_ac_nakahara72_1200013;FALSE
acrelandia;nakahara7;br;1200013;ac;br_ac_nakahara7_1200013;FALSE
acrelandia;retangulo;br;1200013;ac;br_ac_retangulo_1200013;FALSE
acrelandia;geoglifo41;br;1200013;ac;br_ac_geoglifo41_1200013;FALSE
acrelandia;negreli;br;1200013;ac;br_ac_negreli_1200013;FALSE
acrelandia;circuloplacido;br;1200013;ac;br_ac_circuloplacido_1200013;FALSE
acrelandia;nakahara47;br;1200013;ac;br_ac_nakahara47_1200013;FALSE
acrelandia;tresvertentes;br;1200013;ac;br_ac_tresvertentes_1200013;FALSE
acrelandia;alceu5;br;1200013;ac;br_ac_alceu5_1200013;FALSE
acrelandia;estrada1;br;1200013;ac;br_ac_estrada1_1200013;FALSE
acrelandia;nakahara39;br;1200013;ac;br_ac_nakahara39_1200013;FALSE
acrelandia;nakahara2;br;1200013;ac;br_ac_nakahara2_1200013;FALSE
acrelandia;saojose;br;1200013;ac;br_ac_saojose_1200013;FALSE
acrelandia;alceu.1;br;1200013;ac;br_ac_alceu1_1200013;FALSE
acrelandia;jk;br;1200013;ac;br_ac_jk_1200013;FALSE
acrelandia;fazendaaref;br;1200013;ac;br_ac_fazendaaref_1200013;FALSE
acrelandia;nakahara32;br;1200013;ac;br_ac_nakahara32_1200013;FALSE
acrelandia;nakahara31;br;1200013;ac;br_ac_nakahara31_1200013;FALSE
acrelandia;ramalfloresta;br;1200013;ac;br_ac_ramalfloresta_1200013;FALSE
acrelandia;fazendaliberato;br;1200013;ac;br_ac_fazendaliberato_1200013;FALSE
acrelandia;retanguloduploecirculo-coloniadoisirmaos;br;1200013;ac;br_ac_retanguloduploecirculocoloniadoisirmaos_1200013;FALSE
acrelandia;nakahara1;br;1200013;ac;br_ac_nakahara1_1200013;FALSE
acrelandia;nakahara48;br;1200013;ac;br_ac_nakahara48_1200013;FALSE
acrelandia;alceu.02;br;1200013;ac;br_ac_alceu02_1200013;FALSE
acrelandia;aguasclaras;br;1200013;ac;br_ac_aguasclaras_1200013;FALSE
acrelandia;nakahara42;br;1200013;ac;br_ac_nakahara42_1200013;FALSE
acrelandia;geoglifo78;br;1200013;ac;br_ac_geoglifo78_1200013;FALSE
acrelandia;doisquadrados;br;1200013;ac;br_ac_doisquadrados_1200013;FALSE
acrelandia;franciele;br;1200013;ac;br_ac_franciele_1200013;FALSE
acrelandia;geoglifo110;br;1200013;ac;br_ac_geoglifo110_1200013;FALSE
acrelandia;geoglifo111;br;1200013;ac;br_ac_geoglifo111_1200013;FALSE
acrelandia;nakahara5;br;1200013;ac;br_ac_nakahara5_1200013;FALSE
acrelandia;cachimbo;br;1200013;ac;br_ac_cachimbo_1200013;FALSE
acrelandia;geoglifo113;br;1200013;ac;br_ac_geoglifo113_1200013;FALSE
afua;cachoeiradopequia;br;1500305;pa;br_pa_cachoeiradopequia_1500305;FALSE
agua azul do norte;oncapuma9(baciadepolimentofixos);br;1500347;pa;br_pa_oncapuma9baciadepolimentofixos_1500347;FALSE
agua azul do norte;aguaazul1;br;1500347;pa;br_pa_aguaazul1_1500347;FALSE
aguiarnopolis;grotasecaiii;br;1700301;to;br_to_grotasecaiii_1700301;FALSE
aguiarnopolis;capela;br;1700301;to;br_to_capela_1700301;FALSE
aguiarnopolis;sapucaia;br;1700301;to;br_to_sapucaia_1700301;FALSE
aguiarnopolis;trilhadomarimbondo;br;1700301;to;br_to_trilhadomarimbondo_1700301;FALSE
aguiarnopolis;grotasecall;br;1700301;to;br_to_grotasecall_1700301;FALSE
aguiarnopolis;sitiodopingaii;br;1700301;to;br_to_sitiodopingaii_1700301;FALSE
aguiarnopolis;pedradoindio;br;1700301;to;br_to_pedradoindio_1700301;FALSE
aguiarnopolis;grotasecai;br;1700301;to;br_to_grotasecai_1700301;FALSE
aguiarnopolis;sitiodopingalv;br;1700301;to;br_to_sitiodopingalv_1700301;FALSE
aguiarnopolis;nazare;br;1700301;to;br_to_nazare_1700301;FALSE
aguiarnopolis;sitiodopingalll;br;1700301;to;br_to_sitiodopingalll_1700301;FALSE
aguiarnopolis;estreito-torre302;br;1700301;to;br_to_estreitotorre302_1700301;FALSE
alcantara;pepital;br;2100204;ma;br_ma_pepital_2100204;FALSE
alcantara;peru;br;2100204;ma;br_ma_peru_2100204;FALSE
alenquer;senhordobonfim;br;1500404;pa;br_pa_senhordobonfim_1500404;FALSE
alenquer;cidadedosdeuses;br;1500404;pa;br_pa_cidadedosdeuses_1500404;FALSE
alenquer;casasdepedra;br;1500404;pa;br_pa_casasdepedra_1500404;FALSE
alenquer;igarapedaareia;br;1500404;pa;br_pa_igarapedaareia_1500404;FALSE
alenquer;saoraimundo;br;1500404;pa;br_pa_saoraimundo_1500404;FALSE
alenquer;tanquesii;br;1500404;pa;br_pa_tanquesii_1500404;FALSE
alenquer;bamburro;br;1500404;pa;br_pa_bamburro_1500404;FALSE
alenquer;bomretiro;br;1500404;pa;br_pa_bomretiro_1500404;FALSE
alenquer;juor18;br;1500404;pa;br_pa_juor18_1500404;FALSE
alenquer;juor19;br;1500404;pa;br_pa_juor19_1500404;FALSE
alenquer;tanques;br;1500404;pa;br_pa_tanques_1500404;FALSE
alenquer;quilombopacovaldealenquer;br;1500404;pa;br_pa_quilombopacovaldealenquer_1500404;FALSE
alenquer;fazendasaodomingos;br;1500404;pa;br_pa_fazendasaodomingos_1500404;FALSE
alianca do tocantins;aliancaii(torre525,atual530);br;1700350;to;br_to_aliancaiitorre525atual530_1700350;FALSE
alianca do tocantins;alianca1;br;1700350;to;br_to_alianca1_1700350;FALSE
alianca do tocantins;alianca2;br;1700350;to;br_to_alianca2_1700350;FALSE
alianca do tocantins;aliancai(torre489,atual493);br;1700350;to;br_to_aliancaitorre489atual493_1700350;FALSE
almeirim;comara;br;1500503;pa;br_pa_comara_1500503;FALSE
almeirim;santarosa;br;1500503;pa;br_pa_santarosa_1500503;FALSE
almeirim;recreio;br;1500503;pa;br_pa_recreio_1500503;FALSE
almeirim;serragrande;br;1500503;pa;br_pa_serragrande_1500503;FALSE
almeirim;marauaru;br;1500503;pa;br_pa_marauaru_1500503;FALSE
almeirim;pedral;br;1500503;pa;br_pa_pedral_1500503;FALSE
almeirim;poco;br;1500503;pa;br_pa_poco_1500503;FALSE
almeirim;cachoeiratore;br;1500503;pa;br_pa_cachoeiratore_1500503;FALSE
almeirim;montedourado;br;1500503;pa;br_pa_montedourado_1500503;FALSE
almeirim;itanduba;br;1500503;pa;br_pa_itanduba_1500503;FALSE
almeirim;ribeira;br;1500503;pa;br_pa_ribeira_1500503;FALSE
almeirim;freguesia;br;1500503;pa;br_pa_freguesia_1500503;FALSE
almeirim;uxizal;br;1500503;pa;br_pa_uxizal_1500503;FALSE
almeirim;cachoeiramuraica;br;1500503;pa;br_pa_cachoeiramuraica_1500503;FALSE
almeirim;cachorroqueimado;br;1500503;pa;br_pa_cachorroqueimado_1500503;FALSE
almeirim;arumanduba;br;1500503;pa;br_pa_arumanduba_1500503;FALSE
almeirim;pinare;br;1500503;pa;br_pa_pinare_1500503;FALSE
almeirim;ipitinga;br;1500503;pa;br_pa_ipitinga_1500503;FALSE
almeirim;santamaria;br;1500503;pa;br_pa_santamaria_1500503;FALSE
almeirim;jaburudorioparu;br;1500503;pa;br_pa_jaburudorioparu_1500503;FALSE
almeirim;ananai;br;1500503;pa;br_pa_ananai_1500503;FALSE
almeirim;marapi;br;1500503;pa;br_pa_marapi_1500503;FALSE
alta floresta;pedradoindio;br;5100250;mt;br_mt_pedradoindio_5100250;FALSE
alta floresta;pedradaorquidea;br;5100250;mt;br_mt_pedradaorquidea_5100250;FALSE
alta floresta d'oeste;dospaivas;br;1100015;ro;br_ro_dospaivas_1100015;FALSE
alta floresta d'oeste;amolador;br;1100015;ro;br_ro_amolador_1100015;FALSE
alta floresta d'oeste;ro-pn-05:ilhadasflores;br;1100015;ro;br_ro_ropn05ilhadasflores_1100015;FALSE
alta floresta d'oeste;cafezal;br;1100015;ro;br_ro_cafezal_1100015;FALSE
alta floresta d'oeste;rolimdemoura(ro-pn-02);br;1100015;ro;br_ro_rolimdemouraropn02_1100015;FALSE
alta floresta d'oeste;canteiro;br;1100015;ro;br_ro_canteiro_1100015;FALSE
alta floresta d'oeste;pokan;br;1100015;ro;br_ro_pokan_1100015;FALSE
alta floresta d'oeste;emprestimo1;br;1100015;ro;br_ro_emprestimo1_1100015;FALSE
alta floresta d'oeste;emprestimo2;br;1100015;ro;br_ro_emprestimo2_1100015;FALSE
altamira;avatikirera(rocavelha);br;1500602;pa;br_pa_avatikirerarocavelha_1500602;FALSE
altamira;terrapreta;br;1500602;pa;br_pa_terrapreta_1500602;FALSE
altamira;patadaonca;br;1500602;pa;br_pa_patadaonca_1500602;FALSE
altamira;rocavelhapaidoapebu;br;1500602;pa;br_pa_rocavelhapaidoapebu_1500602;FALSE
altamira;palhal2;br;1500602;pa;br_pa_palhal2_1500602;FALSE
altamira;baciadepolimentodagrota;br;1500602;pa;br_pa_baciadepolimentodagrota_1500602;FALSE
altamira;kaaferadature(oc-2);br;1500602;pa;br_pa_kaaferadatureoc2_1500602;FALSE
altamira;rocavelhatakamui;br;1500602;pa;br_pa_rocavelhatakamui_1500602;FALSE
altamira;kaaferaakarai(oc-3);br;1500602;pa;br_pa_kaaferaakaraioc3_1500602;FALSE
altamira;itapemi;br;1500602;pa;br_pa_itapemi_1500602;FALSE
altamira;igarapeyai;br;1500602;pa;br_pa_igarapeyai_1500602;FALSE
altamira;rocamurumunakai;br;1500602;pa;br_pa_rocamurumunakai_1500602;FALSE
altamira;palmeiras;br;1500602;pa;br_pa_palmeiras_1500602;FALSE
altamira;caminhokaaferadomartinhoiii;br;1500602;pa;br_pa_caminhokaaferadomartinhoiii_1500602;FALSE
altamira;ipheapuku;br;1500602;pa;br_pa_ipheapuku_1500602;FALSE
altamira;cachoeiradopedraoi(pa-al-32);br;1500602;pa;br_pa_cachoeiradopedraoipaal32_1500602;FALSE
altamira;pedragrande;br;1500602;pa;br_pa_pedragrande_1500602;FALSE
altamira;oc-1;br;1500602;pa;br_pa_oc1_1500602;FALSE
altamira;beirario;br;1500602;pa;br_pa_beirario_1500602;FALSE
altamira;araypija(pa-ktm-10);br;1500602;pa;br_pa_araypijapaktm10_1500602;FALSE
altamira;pedraroxa;br;1500602;pa;br_pa_pedraroxa_1500602;FALSE
altamira;aronias;br;1500602;pa;br_pa_aronias_1500602;FALSE
altamira;cachoeiradopedraoii(pa-al-33);br;1500602;pa;br_pa_cachoeiradopedraoiipaal33_1500602;FALSE
altamira;akapepungi;br;1500602;pa;br_pa_akapepungi_1500602;FALSE
altamira;maritaiva'pija(pa-ktm-08);br;1500602;pa;br_pa_maritaiva'pijapaktm08_1500602;FALSE
altamira;temino;br;1500602;pa;br_pa_temino_1500602;FALSE
altamira;ilhapiranhaquara;br;1500602;pa;br_pa_ilhapiranhaquara_1500602;FALSE
altamira;morrodoquartel(pa-al-23);br;1500602;pa;br_pa_morrodoquartelpaal23_1500602;FALSE
altamira;kaaferadomartinhoi;br;1500602;pa;br_pa_kaaferadomartinhoi_1500602;FALSE
altamira;dabeira(oc-4);br;1500602;pa;br_pa_dabeiraoc4_1500602;FALSE
altamira;lagarto;br;1500602;pa;br_pa_lagarto_1500602;FALSE
altamira;largodobacabal(pa-al-31);br;1500602;pa;br_pa_largodobacabalpaal31_1500602;FALSE
altamira;ativaasurini;br;1500602;pa;br_pa_ativaasurini_1500602;FALSE
altamira;pedraldocurica;br;1500602;pa;br_pa_pedraldocurica_1500602;FALSE
altamira;caminhokaaferadomartinhoii;br;1500602;pa;br_pa_caminhokaaferadomartinhoii_1500602;FALSE
altamira;itajuara(pa-ktm-07);br;1500602;pa;br_pa_itajuarapaktm07_1500602;FALSE
altamira;semeador(pa-ai-04);br;1500602;pa;br_pa_semeadorpaai04_1500602;FALSE
altamira;quamim;br;1500602;pa;br_pa_quamim_1500602;FALSE
altamira;itapemu'u;br;1500602;pa;br_pa_itapemu'u_1500602;FALSE
altamira;queixada;br;1500602;pa;br_pa_queixada_1500602;FALSE
altamira;feitosa;br;1500602;pa;br_pa_feitosa_1500602;FALSE
altamira;bomjardim;br;1500602;pa;br_pa_bomjardim_1500602;FALSE
altamira;praiadopepino;br;1500602;pa;br_pa_praiadopepino_1500602;FALSE
altamira;kururu-y;br;1500602;pa;br_pa_kururuy_1500602;FALSE
altamira;typytiuu(pa-ktm-19);br;1500602;pa;br_pa_typytiuupaktm19_1500602;FALSE
altamira;myrinaii(pa-ktm-18);br;1500602;pa;br_pa_myrinaiipaktm18_1500602;FALSE
altamira;paudarcoii(pa-al-29);br;1500602;pa;br_pa_paudarcoiipaal29_1500602;FALSE
altamira;taiuviaka;br;1500602;pa;br_pa_taiuviaka_1500602;FALSE
altamira;palhal3;br;1500602;pa;br_pa_palhal3_1500602;FALSE
altamira;paredaovalha-medeus(pa-al-20);br;1500602;pa;br_pa_paredaovalhamedeuspaal20_1500602;FALSE
altamira;myrina(pa-ktm-17);br;1500602;pa;br_pa_myrinapaktm17_1500602;FALSE
altamira;kaaferadoativa;br;1500602;pa;br_pa_kaaferadoativa_1500602;FALSE
altamira;belavista(pa-al-26);br;1500602;pa;br_pa_belavistapaal26_1500602;FALSE
altamira;tiziu;br;1500602;pa;br_pa_tiziu_1500602;FALSE
altamira;mayra-enewa-gapypapera4;br;1500602;pa;br_pa_mayraenewagapypapera4_1500602;FALSE
altamira;ilhadomascarado;br;1500602;pa;br_pa_ilhadomascarado_1500602;FALSE
altamira;babaquara2;br;1500602;pa;br_pa_babaquara2_1500602;FALSE
altamira;ilhadopalhal;br;1500602;pa;br_pa_ilhadopalhal_1500602;FALSE
altamira;estradasanatorio;br;1500602;pa;br_pa_estradasanatorio_1500602;FALSE
altamira;alcino;br;1500602;pa;br_pa_alcino_1500602;FALSE
altamira;casavazia;br;1500602;pa;br_pa_casavazia_1500602;FALSE
altamira;murumunakaasurini;br;1500602;pa;br_pa_murumunakaasurini_1500602;FALSE
altamira;abrigodapedradonavio;br;1500602;pa;br_pa_abrigodapedradonavio_1500602;FALSE
altamira;aguaazulii;br;1500602;pa;br_pa_aguaazulii_1500602;FALSE
altamira;paudarcoi(pa-al-28);br;1500602;pa;br_pa_paudarcoipaal28_1500602;FALSE
altamira;nossasenhoraaparecida(pa-ai-05);br;1500602;pa;br_pa_nossasenhoraaparecidapaai05_1500602;FALSE
altamira;guariba;br;1500602;pa;br_pa_guariba_1500602;FALSE
altamira;babaquara1;br;1500602;pa;br_pa_babaquara1_1500602;FALSE
altamira;tucunare;br;1500602;pa;br_pa_tucunare_1500602;FALSE
altamira;pedral;br;1500602;pa;br_pa_pedral_1500602;FALSE
altamira;saocarlos(pa-al-06);br;1500602;pa;br_pa_saocarlospaal06_1500602;FALSE
altamira;mayra-enewa-gapypapera5;br;1500602;pa;br_pa_mayraenewagapypapera5_1500602;FALSE
altamira;nascente;br;1500602;pa;br_pa_nascente_1500602;FALSE
altamira;afiadores;br;1500602;pa;br_pa_afiadores_1500602;FALSE
altamira;saoluis;br;1500602;pa;br_pa_saoluis_1500602;FALSE
altamira;matatres;br;1500602;pa;br_pa_matatres_1500602;FALSE
altamira;kumanuyka(pa-ktm-09);br;1500602;pa;br_pa_kumanuykapaktm09_1500602;FALSE
altamira;uirasimbe(pa-ktm-15);br;1500602;pa;br_pa_uirasimbepaktm15_1500602;FALSE
altamira;itaaka(pa-ktm-20);br;1500602;pa;br_pa_itaakapaktm20_1500602;FALSE
altamira;pocaodojuvenal;br;1500602;pa;br_pa_pocaodojuvenal_1500602;FALSE
altamira;cachoeiradaserra(pa-ai-06);br;1500602;pa;br_pa_cachoeiradaserrapaai06_1500602;FALSE
altamira;pedradonavio(pa-al-21);br;1500602;pa;br_pa_pedradonaviopaal21_1500602;FALSE
altamira;mayra-enewa-gapypapera3;br;1500602;pa;br_pa_mayraenewagapypapera3_1500602;FALSE
altamira;mayra-enewa-gapypapera1;br;1500602;pa;br_pa_mayraenewagapypapera1_1500602;FALSE
altamira;panama;br;1500602;pa;br_pa_panama_1500602;FALSE
altamira;antenor;br;1500602;pa;br_pa_antenor_1500602;FALSE
altamira;carapana;br;1500602;pa;br_pa_carapana_1500602;FALSE
altamira;copy'gyja;br;1500602;pa;br_pa_copy'gyja_1500602;FALSE
