"","cod1","cod","nm_mun","estado","longitude","latitude","nome","pais","id","conferir","sigla","nome1","est1","regiao","bioma","x","y"
"2089","2879","4205407","florianópolis","sc",-48.42430898,-27.52311669,"sambaquiportodoriovermelhoii","br","br_sc_sambaquiportodoriovermelhoii_4205407",FALSE,"SC-PRV-02","Sambaqui Porto do Rio Vermelho II","SC","Southern","Coastal/marine",-27.52311669,-48.42430898
"2090","288","2105302","imperatriz","ma",-47.47,-5.52,"cajazeiras","br","br_ma_cajazeiras_2105302",TRUE,"SCJ-01","Cajazeiras","MA","Northern","Amazon_Forest",-5.52,-47.47
"2091","2880","4205407","florianópolis","sc",-48.42430898,-27.52311669,"sambaquiportodoriovermelhoii","br","br_sc_sambaquiportodoriovermelhoii_4205407",TRUE,"SC-PRV-02","Sambaqui Porto do Rio Vermelho II","SC","Southern","Coastal/marine",-27.52311669,-48.42430898
"2092","2881","4205407","florianópolis","sc",-48.42430898,-27.52311669,"sambaquiportodoriovermelhoii","br","br_sc_sambaquiportodoriovermelhoii_4205407",TRUE,"SC-PRV-02","Sambaqui Porto do Rio Vermelho II","SC","Southern","Coastal/marine",-27.52311669,-48.42430898
"2093","2882","4205407","florianópolis","sc",-48.42430898,-27.52311669,"sambaquiportodoriovermelhoii","br","br_sc_sambaquiportodoriovermelhoii_4205407",TRUE,"SC-PRV-02","Sambaqui Porto do Rio Vermelho II","SC","Southern","Coastal/marine",-27.52311669,-48.42430898
"2094","2883","4205407","florianópolis","sc",-48.42430898,-27.52311669,"sambaquiportodoriovermelhoii","br","br_sc_sambaquiportodoriovermelhoii_4205407",TRUE,"SC-PRV-02","Sambaqui Porto do Rio Vermelho II","SC","Southern","Coastal/marine",-27.52311669,-48.42430898
"2095","2884","4205407","florianópolis","sc",-48.42430898,-27.52311669,"sambaquiportodoriovermelhoii","br","br_sc_sambaquiportodoriovermelhoii_4205407",TRUE,"SC-PRV-02","Sambaqui Porto do Rio Vermelho II","SC","Southern","Coastal/marine",-27.52311669,-48.42430898
"2096","2885","4205407","florianópolis","sc",-48.42430898,-27.52311669,"sambaquiportodoriovermelhoii","br","br_sc_sambaquiportodoriovermelhoii_4205407",TRUE,"SC-PRV-02","Sambaqui Porto do Rio Vermelho II","SC","Southern","Coastal/marine",-27.52311669,-48.42430898
"2097","2886","3305505","saquarema","rj",-42.584325,-22.928875,"sambaquijacone","br","br_rj_sambaquijacone_3305505",FALSE,"RJ-SA-15","Sambaqui Jacone","RJ","Southeastern","Coastal/marine",-22.928875,-42.584325
"2098","2887","3305505","saquarema","rj",-42.584325,-22.928875,"sambaquijacone","br","br_rj_sambaquijacone_3305505",TRUE,"RJ-SA-15","Sambaqui Jacone","RJ","Southeastern","Coastal/marine",-22.928875,-42.584325
"2099","2888","3522158","itaoca","sp",-48.86537683,-24.60653585,"sambaquilageadoiv","br","br_sp_sambaquilageadoiv_3522158",FALSE,"na","Sambaqui Lageado IV","SP","Southeastern","Atlantic_Forest",-24.60653585,-48.86537683
"2100","2889","4216206","são francisco do sul","sc",-48.54667638,-26.28940489,"sambaquilagoadoacaraii","br","br_sc_sambaquilagoadoacaraii_4216206",FALSE,"na","Sambaqui Lagoa do Acarai I","SC","Southern","Coastal/marine",-26.28940489,-48.54667638
"2101","289","4314407","pelotas","rs",-52.174,-31.698,"camping","br","br_rs_camping_4314407",FALSE,"PS-02","Camping","RS","Southern","Pampa",-31.698,-52.174
"2102","2890","4216206","são francisco do sul","sc",-48.54667638,-26.28940489,"sambaquilagoadoacaraiivs10","br","br_sc_sambaquilagoadoacaraiivs10_4216206",FALSE,"na","Sambaqui Lagoa do Acarai IV (S10)","SC","Southern","Coastal/marine",-26.28940489,-48.54667638
"2103","2891","4216206","são francisco do sul","sc",-48.54667638,-26.28940489,"sambaquilagoadoacaraiivs10","br","br_sc_sambaquilagoadoacaraiivs10_4216206",TRUE,"na","Sambaqui Lagoa do Acarai IV (S10)","SC","Southern","Coastal/marine",-26.28940489,-48.54667638
