modalidade;km;
Homologada;1058246.0
Não Homologada;89233.12
Interditada;20843.62
Dominial;321.4738
Reserva Indigena;1119.127
Proteção Integral;401311.3
Uso Sustentável;1925197.0
Militar;27605.78
Outros Usos;1778.403
Sem Destinação;629886.3
Assentamento ;1118262.0
Quilombola;19012.34
Urbanizada;1810.013
Rural-Minifúndio;389664.7
Rural-Pequena;522943.3
Rural-Média;518121.8
Rural-Grande;2100425.0
Sem Classificação;0






