"","X","CD_MUN","NM_MUN","SIGLA_UF","longitude","latitude","nome","th","tnh","td","tr","ti","u","as","q","pi","us","sd","ou","mi","mf","p","m","g"
"4930",4930,1505700,"Ponta de Pedras","PA",-48.83199685,-1.408074098,"Sambaqui Panema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4931",4931,1505700,"Ponta de Pedras","PA",-48.83718231,-1.395819652,"S?o Raimundo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4932",4932,1505700,"Ponta de Pedras","PA",-48.84516627,-1.388024797,"Cucu?ra",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4933",4933,1506005,"Prainha","PA",-53.81383572,-1.591728676,"Juor 01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4934",4934,1506005,"Prainha","PA",-53.83699787,-1.568799248,"Juor 02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4935",4935,1506005,"Prainha","PA",-53.84305241,-1.57078794,"Juor 03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4936",4936,1505551,"Pau D'Arco","PA",-49.98148852,-7.663466418,"Ateli? - Bloco 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4937",4937,1506708,"Santana do Araguaia","PA",-50.04182745,-9.283397308,"Barreira do Campo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4938",4938,1506708,"Santana do Araguaia","PA",-50.0472673,-9.298478738,"Manoel Maria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4939",4939,1506708,"Santana do Araguaia","PA",-50.2123418,-9.319302798,"Santana do Araguaia 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4940",4940,1506708,"Santana do Araguaia","PA",-50.21382663,-9.265945697,"Santana do Araguaia 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4941",4941,1506708,"Santana do Araguaia","PA",-50.22239361,-9.303045431,"Santana do Araguaia 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4942",4942,1505536,"Parauapebas","PA",-51.17141691,-6.463504519,"Vermelho",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"4943",4943,1507300,"São Félix do Xingu","PA",-51.19642136,-6.482600859,"Bemtevi",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4944",4944,1507300,"São Félix do Xingu","PA",-51.20444277,-6.480752286,"Maxixe",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4945",4945,1507300,"São Félix do Xingu","PA",-51.20548121,-6.476735398,"Jaguar",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4946",4946,1507300,"São Félix do Xingu","PA",-51.20844029,-6.436605665,"Desmundo",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4947",4947,1507300,"São Félix do Xingu","PA",-51.21870885,-6.467955161,"Emba?ba",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4948",4948,1507300,"São Félix do Xingu","PA",-51.21884362,-6.444833271,"Alouata",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"4949",4949,1507300,"São Félix do Xingu","PA",-51.22399869,-6.424866281,"Jota",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4950",4950,1507300,"São Félix do Xingu","PA",-51.22451741,-6.473398377,"Santos",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4951",4951,1507300,"São Félix do Xingu","PA",-51.22798347,-6.478345044,"Palmeira",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4952",4952,1507300,"São Félix do Xingu","PA",-51.24097906,-6.514903266,"Araras",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4953",4953,1507300,"São Félix do Xingu","PA",-51.24433232,-6.453741145,"Espinheiro",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"4954",4954,1507300,"São Félix do Xingu","PA",-51.24490526,-6.516565852,"Tucano",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4955",4955,1507300,"São Félix do Xingu","PA",-51.24782993,-6.467688512,"Udel?cio",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"4956",4956,1507300,"São Félix do Xingu","PA",-51.24836744,-6.457185752,"Dois Irm?os",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"4957",4957,1507300,"São Félix do Xingu","PA",-51.26603064,-6.476309261,"Sarrita",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"4958",4958,1507300,"São Félix do Xingu","PA",-51.26630005,-6.489896302,"Coluvi?o",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"4959",4959,1507300,"São Félix do Xingu","PA",-51.27172733,-6.491295559,"Baba?ual",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"4960",4960,1507300,"São Félix do Xingu","PA",-51.27424396,-6.495600123,"Bosque",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"4961",4961,1507300,"São Félix do Xingu","PA",-51.91668454,-6.21373313,"Sangra D' ?gua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4962",4962,1507805,"Senador José Porfírio","PA",-51.72941304,-3.514134988,"dos Arara",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4963",4963,1508084,"Tucumã","PA",-51.10939434,-6.751648787,"Buritis",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"4964",4964,1508357,"Vitória do Xingu","PA",-51.73784108,-3.351721229,"do Mont?culo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4965",4965,1508357,"Vitória do Xingu","PA",-51.7381221,-3.366339758,"Cachoeira Jerico?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4966",4966,1500859,"Anapu","PA",-51.74029628,-3.360819893,"Miguelzinho",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4967",4967,1508357,"Vitória do Xingu","PA",-51.74273592,-3.227593857,"Nossa Senhora Aparecida 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4968",4968,1508357,"Vitória do Xingu","PA",-51.74308818,-3.216919006,"Boqueir?o 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4969",4969,1508357,"Vitória do Xingu","PA",-51.74322503,-3.28096643,"Pedra Bonita 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4970",4970,1508357,"Vitória do Xingu","PA",-51.74516201,-3.222164318,"Boqueir?o 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4971",4971,1508357,"Vitória do Xingu","PA",-51.74853231,-3.276801183,"Sabi? 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4972",4972,1508357,"Vitória do Xingu","PA",-51.76426364,-3.128883475,"Santo Ant?nio 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4973",4973,1508357,"Vitória do Xingu","PA",-51.77115486,-3.476007953,"Fortunato Juruna",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4974",4974,1508357,"Vitória do Xingu","PA",-51.77583126,-3.311969976,"Deus ? Amor 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4975",4975,1508357,"Vitória do Xingu","PA",-51.78184232,-3.286997801,"Deus ? Amor 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4976",4976,1508357,"Vitória do Xingu","PA",-51.78639512,-3.119911313,"Santo Ant?nio 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4977",4977,1508357,"Vitória do Xingu","PA",-51.79276314,-3.324892503,"Deus ? Amor 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4978",4978,1508357,"Vitória do Xingu","PA",-51.79475855,-3.112215751,"Santo Ant?nio 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4979",4979,1508357,"Vitória do Xingu","PA",-51.79862746,-3.111308198,"Santo Ant?nio 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4980",4980,1508357,"Vitória do Xingu","PA",-51.80385329,-3.119717134,"Santo Ant?nio 5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4981",4981,1508357,"Vitória do Xingu","PA",-51.8048476,-3.125505907,"Santo Ant?nio 6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4982",4982,1508357,"Vitória do Xingu","PA",-51.80493655,-3.124148916,"Santo Ant?nio 8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4983",4983,1508357,"Vitória do Xingu","PA",-51.80790689,-3.124960779,"Santo Ant?nio 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4984",4984,1508357,"Vitória do Xingu","PA",-51.87861279,-3.404876055,"S?o Francisco das Chagas 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4985",4985,1508357,"Vitória do Xingu","PA",-51.88059065,-3.402160465,"S?o Francisco das Chagas 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4986",4986,1508357,"Vitória do Xingu","PA",-51.88475651,-3.330332017,"S?o Francisco das Chagas 1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4987",4987,1508357,"Vitória do Xingu","PA",-51.89410933,-3.420058842,"Pimental 7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4988",4988,1508357,"Vitória do Xingu","PA",-51.90077885,-3.429007992,"Pimental 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4989",4989,1508357,"Vitória do Xingu","PA",-51.90366167,-3.431447647,"Pimental 4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"4990",4990,1508357,"Vitória do Xingu","PA",-51.90383881,-3.428371885,"Pimental 1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"4991",4991,1508357,"Vitória do Xingu","PA",-51.90500503,-3.424119224,"Pimental 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4992",4992,1508357,"Vitória do Xingu","PA",-51.90680228,-3.42086101,"Pimental 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4993",4993,1508357,"Vitória do Xingu","PA",-51.91352948,-3.298283307,"Boa Esperan?a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4994",4994,1508357,"Vitória do Xingu","PA",-51.91372577,-3.412713157,"Santa Luzia 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4995",4995,1508357,"Vitória do Xingu","PA",-51.91369992,-3.287789948,"Boa Esperan?a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4996",4996,1508357,"Vitória do Xingu","PA",-51.9147114,-3.407917921,"Santa Luzia 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4997",4997,1508357,"Vitória do Xingu","PA",-51.91605017,-3.29891419,"Boa Esperan?a 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4998",4998,1508357,"Vitória do Xingu","PA",-51.91820554,-3.293756059,"Boa Esperan?a 6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"4999",4999,1508357,"Vitória do Xingu","PA",-51.91973876,-3.297192061,"Boa Esperan?a 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5000",5000,1508357,"Vitória do Xingu","PA",-51.93158517,-3.260364507,"Bacaba 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5001",5001,1508357,"Vitória do Xingu","PA",-51.93295458,-3.281349532,"Boa Esperan?a 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5002",5002,1508357,"Vitória do Xingu","PA",-51.93313987,-3.287048222,"Boa Esperan?a 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5003",5003,1507755,"Sapucaia","PA",-49.67301643,-6.982358151,"V1-39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5004",5004,1700350,"Aliança do Tocantins","TO",-48.60079514,-11.37776917,"Alian?a 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5005",5005,1700350,"Aliança do Tocantins","TO",-48.64178505,-11.28767949,"Alian?a 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5006",5006,1700707,"Alvorada","TO",-49.13404368,-12.33739766,"Dois C?rregos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"5007",5007,1701101,"Aparecida do Rio Negro","TO",-48.0029351,-9.986722358,"Olho d??gua",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5008",5008,1701101,"Aparecida do Rio Negro","TO",-48.01217369,-9.969886664,"S?tio Barreira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5009",5009,1701101,"Aparecida do Rio Negro","TO",-48.06244754,-9.990938297,"Fazenda Primavera",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5010",5010,1701101,"Aparecida do Rio Negro","TO",-48.07200846,-9.994843668,"Fazenda S?tio Novo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5011",5011,1701101,"Aparecida do Rio Negro","TO",-48.08550033,-10.02700395,"Lourival",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5012",5012,1703008,"Babaçulândia","TO",-48.05044972,-7.250908159,"Raposo I",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"5013",5013,1703008,"Babaçulândia","TO",-48.05926633,-7.265483376,"Raposo II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5014",5014,1703701,"Brejinho de Nazaré","TO",-48.40606033,-10.81166255,"Areia Grossa 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5015",5015,1703701,"Brejinho de Nazaré","TO",-48.44802589,-10.90775456,"Padre Ant?nio 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5016",5016,1703701,"Brejinho de Nazaré","TO",-48.40245496,-10.81006008,"Areia Grossa 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5017",5017,1703701,"Brejinho de Nazaré","TO",-48.41285824,-10.8501746,"Saco do Porto 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5018",5018,1703701,"Brejinho de Nazaré","TO",-48.44896447,-10.89203125,"Angico 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5019",5019,1703701,"Brejinho de Nazaré","TO",-48.48780414,-10.92532411,"Vidros 2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5020",5020,1703701,"Brejinho de Nazaré","TO",-48.5001473,-10.92973547,"Vidros 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5021",5021,1703701,"Brejinho de Nazaré","TO",-48.51364349,-10.94286658,"Muro de Pedras",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5022",5022,1703701,"Brejinho de Nazaré","TO",-48.51547995,-10.9485291,"Barreiro 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5023",5023,1703701,"Brejinho de Nazaré","TO",-48.52014311,-10.94308211,"Barreiro 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5024",5024,1703701,"Brejinho de Nazaré","TO",-48.52385196,-10.93911824,"Barreiro 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5025",5025,1703701,"Brejinho de Nazaré","TO",-48.52562822,-10.95645496,"Cip? 2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5026",5026,1703701,"Brejinho de Nazaré","TO",-48.52582392,-10.96041438,"Cip? 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5027",5027,1703701,"Brejinho de Nazaré","TO",-48.52810193,-10.96469794,"Concei??o 1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5028",5028,1703701,"Brejinho de Nazaré","TO",-48.53276792,-10.95892549,"Cip?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5029",5029,1703701,"Brejinho de Nazaré","TO",-48.54060273,-11.37842871,"Cro? 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5030",5030,1703701,"Brejinho de Nazaré","TO",-48.54749083,-10.97002339,"Concei??o 2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5031",5031,1703701,"Brejinho de Nazaré","TO",-48.56032587,-10.94828558,"Concei??o 3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5032",5032,1703701,"Brejinho de Nazaré","TO",-48.56253823,-10.94947799,"Concei??o 4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5033",5033,1703701,"Brejinho de Nazaré","TO",-48.57387328,-11.05504165,"Crix?s 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5034",5034,1703701,"Brejinho de Nazaré","TO",-48.57542404,-11.05223473,"Crix?s 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5035",5035,1703701,"Brejinho de Nazaré","TO",-48.58767786,-11.04716386,"Crix?s 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5036",5036,1703701,"Brejinho de Nazaré","TO",-48.5896532,-11.04499277,"Fundo 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5037",5037,1703701,"Brejinho de Nazaré","TO",-48.59521942,-10.9111149,"Crix?s",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5038",5038,1703701,"Brejinho de Nazaré","TO",-48.85168367,-10.97684041,"Enseada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5039",5039,1716653,"Pequizeiro","TO",-49.02835607,-8.519269599,"V2-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5040",5040,1707553,"Fátima","TO",-48.85735478,-10.85695322,"Santa Cruz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5041",5041,1707553,"Fátima","TO",-48.88251457,-10.75440672,"Fortaleza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5042",5042,1707652,"Figueirópolis","TO",-49.10560458,-12.15895843,"Canad? I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"5043",5043,1707652,"Figueirópolis","TO",-49.11427507,-12.20997834,"Canad? III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5044",5044,1707652,"Figueirópolis","TO",-49.12124903,-12.20872443,"Canad? IV",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5045",5045,1707652,"Figueirópolis","TO",-49.13953296,-12.24052983,"Canad? II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5046",5046,1708254,"Tabocão","TO",-48.5466746,-9.158664999,"Dona Santina",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5047",5047,1709302,"Guaraí","TO",-48.47758528,-8.616121155,"Marupiara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5048",5048,1709500,"Gurupi","TO",-48.78339162,-11.6286348,"Santo Ant?nio 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5049",5049,1709500,"Gurupi","TO",-48.87080787,-11.84822527,"Santo Ant?nio 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5050",5050,1709500,"Gurupi","TO",-48.88432219,-11.59910732,"Imburu??",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5051",5051,1709500,"Gurupi","TO",-48.92146616,-11.6610621,"Taipoca I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5052",5052,1709500,"Gurupi","TO",-48.93904258,-11.72566701,"Cinco Irm?os I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5053",5053,1709500,"Gurupi","TO",-48.94738075,-11.75153103,"Cinco Irm?os II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5054",5054,1709500,"Gurupi","TO",-48.99123492,-11.76540974,"?gua Franca II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5055",5055,1709500,"Gurupi","TO",-49.00517805,-11.77178036,"?gua Franca I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5056",5056,1709500,"Gurupi","TO",-49.03428581,-11.81297276,"Pequizeiro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5057",5057,1709500,"Gurupi","TO",-49.03518777,-11.8022773,"Mata do Cana?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5058",5058,1709500,"Gurupi","TO",-49.051438,-11.81108438,"Gurupi V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5059",5059,1709500,"Gurupi","TO",-49.051406,-11.82728148,"Tanabi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5060",5060,1709500,"Gurupi","TO",-49.05511018,-11.8224712,"Gurupi VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5061",5061,1709807,"Ipueiras","TO",-48.37405513,-11.18948556,"Formiga 8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5062",5062,1709807,"Ipueiras","TO",-48.37451742,-11.19403425,"Formiga 6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5063",5063,1709807,"Ipueiras","TO",-48.37549372,-11.19435003,"Formiga 7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5064",5064,1709807,"Ipueiras","TO",-48.39052162,-11.22574332,"Formiga 9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5065",5065,1709807,"Ipueiras","TO",-48.40003623,-11.24554132,"Formiga 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5066",5066,1709807,"Ipueiras","TO",-48.45769379,-11.24725054,"Formiga 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5067",5067,1709807,"Ipueiras","TO",-48.45875207,-11.24556089,"Formiga 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5068",5068,1709807,"Ipueiras","TO",-48.46316201,-11.23845136,"Ipueiras Velha",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5069",5069,1709807,"Ipueiras","TO",-48.46983636,-11.22984298,"Cemit?rio Ipueiras Velha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5070",5070,1716604,"Peixe","TO",-48.47880685,-11.37528521,"S?o Val?rio 1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5071",5071,1709807,"Ipueiras","TO",-48.48921306,-11.01186363,"Capela Nossa Senhora da Abadia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5072",5072,1703701,"Brejinho de Nazaré","TO",-48.52836403,-11.38629585,"Cro? 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5073",5073,1710904,"Itapiratins","TO",-48.14525779,-8.216202087,"Barra do Baliza",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"5074",5074,1711803,"Juarina","TO",-49.1865144,-8.166400391,"V1 45-B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5075",5075,1711803,"Juarina","TO",-49.19044779,-8.2176359,"V1-46",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"5076",5076,1712009,"Lajeado","TO",-48.28691505,-9.890820321,"Lajeado 47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5077",5077,1712009,"Lajeado","TO",-48.30998005,-9.747246285,"Canuto 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5078",5078,1712009,"Lajeado","TO",-48.31435146,-9.783638698,"Lajeado 48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5079",5079,1712009,"Lajeado","TO",-48.35764078,-9.746363107,"Lajeado 14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5080",5080,1713205,"Miracema do Tocantins","TO",-48.38449511,-9.768174694,"Lajeadinho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5081",5081,1713205,"Miracema do Tocantins","TO",-48.35102606,-9.853337461,"Abrigo Mutamba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5082",5082,1713205,"Miracema do Tocantins","TO",-48.35300187,-9.979470206,"Boi 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5083",5083,1713205,"Miracema do Tocantins","TO",-48.37984111,-9.36412067,"Su?uapara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5084",5084,1713205,"Miracema do Tocantins","TO",-48.38253007,-9.438478867,"?gua Azul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5085",5085,1713205,"Miracema do Tocantins","TO",-48.38082396,-9.689887815,"Miracema do Tocantins 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5086",5086,1713205,"Miracema do Tocantins","TO",-48.38388421,-9.939270373,"C?rrego Grande 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5087",5087,1713205,"Miracema do Tocantins","TO",-48.38702066,-9.888505128,"Bacabinha 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5088",5088,1713205,"Miracema do Tocantins","TO",-48.40539007,-9.399477033,"S?o Judas Tadeu III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5089",5089,1713205,"Miracema do Tocantins","TO",-48.40441103,-9.771263891,"Gameleira 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5090",5090,1713205,"Miracema do Tocantins","TO",-48.40810847,-9.44368335,"S?o Judas Tadeu I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5091",5091,1713205,"Miracema do Tocantins","TO",-48.40894885,-9.588202782,"Correntinho I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5092",5092,1713205,"Miracema do Tocantins","TO",-48.40786045,-9.748104024,"Cedro 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5093",5093,1713205,"Miracema do Tocantins","TO",-48.4086858,-9.746203717,"Cedro 2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5094",5094,1713205,"Miracema do Tocantins","TO",-48.4104905,-9.580605989,"Correntinho II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5095",5095,1713205,"Miracema do Tocantins","TO",-48.41030622,-10.02903016,"Santa Luzia 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5096",5096,1713205,"Miracema do Tocantins","TO",-48.41497556,-9.529197205,"S?o Jorge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5097",5097,1713205,"Miracema do Tocantins","TO",-48.41644937,-9.825932771,"Cedro 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5098",5098,1713205,"Miracema do Tocantins","TO",-48.42535007,-9.785898772,"Gameleira 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
