"","X","CD_MUN","NM_MUN","SIGLA_UF","longitude","latitude","nome","th","tnh","td","tr","ti","u","as","q","pi","us","sd","ou","mi","mf","p","m","g"
"1",1,1302900,"Maués","AM",-58.07064444,-3.974813889,"Mandu",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"2",2,1302900,"Maués","AM",-58.08031944,-3.899788889,"Pacoval 2",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"3",3,1302900,"Maués","AM",-58.08517778,-3.802011111,"Pacoval 1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"4",4,1302900,"Maués","AM",-58.05184444,-3.775766667,"Vista Alegre",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"5",5,1302900,"Maués","AM",-57.91208889,-3.792858333,"Ponta do Bol?o",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6",6,1302900,"Maués","AM",-57.79883611,-3.810891667,"Cicant? II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",7,1302900,"Maués","AM",-57.81084167,-3.800947222,"Cicant? I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",8,1302900,"Maués","AM",-57.90545,-3.834594444,"Perigo",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"9",9,1302900,"Maués","AM",-57.86808333,-3.858541667,"Pajur?",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"10",10,1302900,"Maués","AM",-57.9044,-3.972,"Varre Vento I",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"11",11,1302900,"Maués","AM",-57.90626667,-3.958133333,"Varre Vento II",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"12",12,1302900,"Maués","AM",-57.90170556,-3.962869444,"S?o Pedro",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"13",13,1302900,"Maués","AM",-57.91230833,-3.938497222,"Espirito Santo",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"14",14,1302900,"Maués","AM",-57.90996667,-4.005655556,"Flechal",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"15",15,1302900,"Maués","AM",-57.54831944,-3.781388889,"Batista",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"16",16,1302900,"Maués","AM",-57.57701389,-4.379266667,"Sinai I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",17,1302900,"Maués","AM",-57.54843611,-3.826369444,"Pingo de Ouro",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"18",18,1302900,"Maués","AM",-57.62358056,-4.389966667,"Sinai II",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"19",19,1302900,"Maués","AM",-57.5906,-4.314102778,"Laranjal I",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"20",20,1302900,"Maués","AM",-57.60958333,-4.307927778,"Laranjal II",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"21",21,1302900,"Maués","AM",-57.60603889,-4.306383333,"Laranjal III",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"22",22,1302900,"Maués","AM",-57.57909722,-4.178497222,"Maring? I",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"23",23,1302900,"Maués","AM",-57.57771667,-4.150227778,"Maring? II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",24,1302900,"Maués","AM",-57.55460833,-4.075358333,"Vila Darci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",25,1302900,"Maués","AM",-57.575125,-3.988708333,"Para?so I",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"26",26,1302900,"Maués","AM",-57.50427778,-3.898325,"Mucaj? I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",27,1304203,"Tefé","AM",-64.84561304,-3.435969098,"S?o Sebasti?o do Tur?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",28,1300029,"Alvarães","AM",-64.9723069,-3.524829335,"Bom Jesus da Ponta da Castanha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",29,1300029,"Alvarães","AM",-64.90429505,-3.430030337,"Praia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",30,1300029,"Alvarães","AM",-64.89748908,-3.396081921,"Santa Luzia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",31,1300029,"Alvarães","AM",-64.90445647,-3.406954759,"Maraj? I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",32,1300029,"Alvarães","AM",-64.78027778,-3.301388889,"Nogueira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",33,1300029,"Alvarães","AM",-64.83166548,-3.34974959,"Itapiranema III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",34,1300029,"Alvarães","AM",-64.82444921,-3.344699343,"Itapiranema II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",35,1300029,"Alvarães","AM",-64.84145465,-3.354577864,"Mana?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",36,1300029,"Alvarães","AM",-64.94447194,-3.466604675,"Boa Vista",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",37,1300029,"Alvarães","AM",-64.94641588,-3.471193896,"Moria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",38,1300029,"Alvarães","AM",-64.94844849,-3.475131909,"S?o Raimundo de Cima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",39,1300029,"Alvarães","AM",-64.90506372,-3.431981877,"Ponto do Catuiri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",40,1304203,"Tefé","AM",-64.7828992,-3.384509486,"Ipapuc?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",41,1304203,"Tefé","AM",-64.74402685,-3.35882648,"Fazenda Para?so",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",42,1304203,"Tefé","AM",-64.677991,-3.35979,"Vila I",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"43",43,1304203,"Tefé","AM",-64.67491523,-3.360322495,"Vila II",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"44",44,1304203,"Tefé","AM",-64.67193174,-3.362624598,"Vila III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",45,1304203,"Tefé","AM",-64.6685886,-3.365108181,"Vila IV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",46,1304203,"Tefé","AM",-64.59193055,-3.403744276,"Vila Izidoro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",47,1100205,"Porto Velho","RO",-63.928459,-8.644323,"Remanso Grande",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"48",48,1100205,"Porto Velho","RO",-63.953495,-8.809277,"Brejo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"49",49,1100205,"Porto Velho","RO",-63.627537,-8.625587,"Nova Vida",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"50",50,1100205,"Porto Velho","RO",-63.884979,-8.64134,"Belmonte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",51,1100205,"Porto Velho","RO",-63.482197,-8.565112,"Barranco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",52,1100205,"Porto Velho","RO",-63.518578,-8.448761,"Prosperidade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"53",53,1100205,"Porto Velho","RO",-63.528664,-8.457831,"Itapirema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",54,1100205,"Porto Velho","RO",-63.952724,-8.798141,"Veneza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"55",55,1101104,"Itapuã do Oeste","RO",-63.16861,-9.095833,"Topazio",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"56",56,1101104,"Itapuã do Oeste","RO",-63.305832,-8.958333,"Terra Preta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",57,1100205,"Porto Velho","RO",-64.055557,-8.888889,"Teot?nio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",58,1100809,"Candeias do Jamari","RO",-63.544998,-9.030833,"Taboca",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"59",59,1100205,"Porto Velho","RO",-63.940277,-8.811667,"Santo Ant?nio 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",60,1100205,"Porto Velho","RO",-63.858334,-8.622222,"Santa Cruz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"61",61,1100809,"Candeias do Jamari","RO",-63.453335,-8.736667,"Samuel 6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"62",62,1100809,"Candeias do Jamari","RO",-63.417221,-8.751389,"Samuel 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",63,1100809,"Candeias do Jamari","RO",-63.449165,-8.753333,"Samuel 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",64,1100809,"Candeias do Jamari","RO",-63.452778,-8.7525,"Samuel 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",65,1100809,"Candeias do Jamari","RO",-63.417221,-8.751111,"Samuel 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",66,1100809,"Candeias do Jamari","RO",-63.453335,-8.748333,"Samuel 1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"67",67,1100205,"Porto Velho","RO",-63.970833,-8.813056,"Rema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",68,1101104,"Itapuã do Oeste","RO",-63.274166,-9.165,"Quebra Canto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",69,1101104,"Itapuã do Oeste","RO",-63.273888,-9.166667,"Quebra Canto 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",70,1100205,"Porto Velho","RO",-64.461388,-9.398056,"Quatro Azes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",71,1100205,"Porto Velho","RO",-63.520279,-8.344722,"Pupunha",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"72",72,1101104,"Itapuã do Oeste","RO",-63.252499,-9.177778,"Provid?ncia 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",73,1100809,"Candeias do Jamari","RO",-63.37389,-9.391667,"Provid?ncia 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",74,1101104,"Itapuã do Oeste","RO",-63.318619,-8.871389,"Prainha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",75,1100809,"Candeias do Jamari","RO",-63.411667,-8.744722,"PR-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",76,1100809,"Candeias do Jamari","RO",-63.407501,-8.754722,"Po?ao 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",77,1100809,"Candeias do Jamari","RO",-63.430832,-8.723333,"Picada",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"78",78,1300904,"Canutama","AM",-63.856945,-8.1,"Pet?lia",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"79",79,1100809,"Candeias do Jamari","RO",-63.466667,-8.759167,"Peruano",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",80,1100809,"Candeias do Jamari","RO",-63.500278,-9.211667,"Peroba",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"81",81,1101104,"Itapuã do Oeste","RO",-63.288055,-9.033333,"Pedro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",82,1100205,"Porto Velho","RO",-65.344666,-9.538889,"Pederneira 3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"83",83,1100205,"Porto Velho","RO",-65.326111,-9.544444,"Pederneira 2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"84",84,1100205,"Porto Velho","RO",-65.324448,-9.545833,"Pederneira 1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"85",85,1100809,"Candeias do Jamari","RO",-63.428333,-8.733611,"Pe?o",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"86",86,1100205,"Porto Velho","RO",-63.515835,-8.326667,"Paquet?",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"87",87,1101104,"Itapuã do Oeste","RO",-63.24889,-9.159444,"Pacatuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",88,1100205,"Porto Velho","RO",-63.473331,-8.483333,"Paca",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"89",89,1101104,"Itapuã do Oeste","RO",-63.2925,-8.968056,"Nova Vida 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",90,1101104,"Itapuã do Oeste","RO",-63.289722,-8.965556,"Nova Vida 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",91,1101104,"Itapuã do Oeste","RO",-63.298058,-8.974722,"Nova Vida 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",92,1101104,"Itapuã do Oeste","RO",-63.275002,-8.973611,"Nova Vida 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",93,1101104,"Itapuã do Oeste","RO",-63.205276,-9.319722,"Nascente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",94,1100205,"Porto Velho","RO",-64.193054,-9.056944,"Morrinhos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"95",95,1100205,"Porto Velho","RO",-63.488335,-8.310833,"Monte Alegre",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"96",96,1100254,"Presidente Médici","RO",-62.125,-11.178889,"Mizael",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"97",97,1100809,"Candeias do Jamari","RO",-63.363609,-8.833889,"Matapi 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",98,1100809,"Candeias do Jamari","RO",-63.362499,-8.833333,"Matapi 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",99,1101104,"Itapuã do Oeste","RO",-63.330833,-8.996389,"Marcos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",100,1100205,"Porto Velho","RO",-63.90646,-8.765833,"Maravilha",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101",101,1100205,"Porto Velho","RO",-64.05278,-8.873611,"Mangal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"102",102,1100809,"Candeias do Jamari","RO",-63.356667,-8.921667,"Lima",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"103",103,1100809,"Candeias do Jamari","RO",-63.27,-8.804167,"Justo",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"104",104,1101104,"Itapuã do Oeste","RO",-63.185833,-9.253889,"Juli?o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",105,1101104,"Itapuã do Oeste","RO",-63.283333,-9.025,"Joaquim",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"106",106,1101104,"Itapuã do Oeste","RO",-63.166668,-9.333611,"Jo?o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"107",107,1101104,"Itapuã do Oeste","RO",-63.246944,-9.195,"Jo?o Preto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",108,1100809,"Candeias do Jamari","RO",-63.405834,-8.8425,"Jatuarana 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",109,1100809,"Candeias do Jamari","RO",-63.440834,-8.783611,"Jatuarana 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",110,1100809,"Candeias do Jamari","RO",-63.400002,-8.849167,"Jatuarana 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",111,1101104,"Itapuã do Oeste","RO",-63.298885,-8.91,"Japi?m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",112,1100205,"Porto Velho","RO",-64.398613,-9.27,"Jaci-Paran?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",113,1100205,"Porto Velho","RO",-63.465691,-8.573141,"Jacarezinho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",114,1101104,"Itapuã do Oeste","RO",-63.185841,-9.216389,"Itapo?",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"115",115,1100205,"Porto Velho","RO",-63.933056,-8.798339,"Igap? 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",116,1100205,"Porto Velho","RO",-63.865002,-8.797222,"Igap? 1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"117",117,1101104,"Itapuã do Oeste","RO",-63.15778,-9.128333,"Gog?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"118",118,1100205,"Porto Velho","RO",-64.722221,-9.323611,"Girau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"119",119,1100205,"Porto Velho","RO",-63.833332,-8.883333,"Gar?a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",120,1100205,"Porto Velho","RO",-65.526327,-9.786336,"Fortaleza de Abun?",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"121",121,1100809,"Candeias do Jamari","RO",-63.376667,-8.983611,"Filipe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",122,1100809,"Candeias do Jamari","RO",-63.375832,-8.770833,"Feijoal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",123,1100809,"Candeias do Jamari","RO",-63.421112,-8.741667,"Esperan?a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",124,1100205,"Porto Velho","RO",-63.535831,-8.349167,"Cuni?",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"125",125,1100205,"Porto Velho","RO",-63.906944,-8.780833,"Cujubim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",126,1101104,"Itapuã do Oeste","RO",-63.144169,-9.383611,"Concei??o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",127,1100809,"Candeias do Jamari","RO",-63.424721,-8.749167,"Chico Luiz 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",128,1100809,"Candeias do Jamari","RO",-63.424721,-8.749722,"Chico Luiz 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",129,1100205,"Porto Velho","RO",-63.468674,-8.530501,"Casar?o",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"130",130,1101104,"Itapuã do Oeste","RO",-63.266666,-9.113333,"Carneiro 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",131,1101104,"Itapuã do Oeste","RO",-63.246666,-9.1075,"Carneiro 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"132",132,1101104,"Itapuã do Oeste","RO",-63.198334,-9.2,"Carmo 5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"133",133,1101104,"Itapuã do Oeste","RO",-63.211666,-9.196667,"Carmo 4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"134",134,1101104,"Itapuã do Oeste","RO",-63.213055,-9.2,"Carmo 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",135,1101104,"Itapuã do Oeste","RO",-63.212502,-9.200278,"Carmo 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",136,1101104,"Itapuã do Oeste","RO",-63.209999,-9.195556,"Carmo 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"137",137,1100205,"Porto Velho","RO",-63.477222,-8.439167,"Carlos",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"138",138,1100205,"Porto Velho","RO",-63.913612,-8.782778,"Candel?ria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",139,1101104,"Itapuã do Oeste","RO",-63.271389,-8.990583,"Sem Nome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",140,1101104,"Itapuã do Oeste","RO",-63.26889,-8.99,"Cachoeirinha 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",141,1101104,"Itapuã do Oeste","RO",-63.313332,-8.896667,"Butica 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",142,1101104,"Itapuã do Oeste","RO",-63.314167,-8.898611,"Butica 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",143,1100809,"Candeias do Jamari","RO",-63.372223,-8.822222,"Brech?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",144,1100205,"Porto Velho","RO",-63.5,-8.3175,"Bom Jardim",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"145",145,1100205,"Porto Velho","RO",-63.200001,-8.25,"Bela Palmeira",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"146",146,1100205,"Porto Velho","RO",-62.872223,-8.108333,"B?rbara",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"147",147,1100809,"Candeias do Jamari","RO",-63.521702,-8.641125,"Associa??o Calderita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",148,1101104,"Itapuã do Oeste","RO",-63.185833,-9.26,"Arquimedes 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",149,1101104,"Itapuã do Oeste","RO",-63.161945,-9.259167,"Arquimedes 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",150,1100205,"Porto Velho","RO",-63.906666,-8.768889,"Arigol?ndia",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"151",151,1100205,"Porto Velho","RO",-63.526669,-8.335278,"Arcoverde",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"152",152,1100809,"Candeias do Jamari","RO",-63.407501,-8.774167,"Ara?a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",153,1101104,"Itapuã do Oeste","RO",-63.1675,-9.284167,"Ant?nio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",154,1100205,"Porto Velho","RO",-64.051109,-8.861111,"?gua Azul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",155,1100205,"Porto Velho","RO",-63.904999,-8.783361,"5o Beck",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"156",156,1101104,"Itapuã do Oeste","RO",-63.063332,-9.243333,"Viuva 2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"157",157,1303809,"São Gabriel da Cachoeira","AM",-69.20333551,0.600004352,"Santa Maria III",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"158",158,1303809,"São Gabriel da Cachoeira","AM",-69.20444444,0.602222222,"Santa Maria II",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"159",159,1303809,"São Gabriel da Cachoeira","AM",-68.83398288,0.433021523,"Marabitana I",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"160",160,1303809,"São Gabriel da Cachoeira","AM",-69.19694444,0.613333333,"Iauaret? II",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"161",161,1303809,"São Gabriel da Cachoeira","AM",-68.83777778,0.447777778,"Clarindo",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"162",162,1303809,"São Gabriel da Cachoeira","AM",-68.64527778,0.305555556,"S Jeronimo",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"163",163,1303809,"São Gabriel da Cachoeira","AM",-68.66263889,0.286833333,"Z?gue-Z?gue",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"164",164,1303809,"São Gabriel da Cachoeira","AM",-69.19694445,0.613055556,"Iauaret? I",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"165",165,1303809,"São Gabriel da Cachoeira","AM",-69.21222222,0.603055556,"Santa Maria I",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"166",166,1303809,"São Gabriel da Cachoeira","AM",-68.86932533,0.483034699,"Pupunha",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"167",167,1303809,"São Gabriel da Cachoeira","AM",-68.90299049,0.504857339,"Idalino",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"168",168,1303809,"São Gabriel da Cachoeira","AM",-69.20639444,0.584364472,"Fortaleza",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"169",169,1302702,"Manicoré","AM",-61.558131,-5.831062,"?gua Azul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",170,1300300,"Autazes","AM",-59.2003174,-3.549034608,"Aldeia S?o Felix",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"171",171,1300805,"Borba","AM",-59.632597,-4.38785,"Acar? (AM-BO-06)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"172",172,1302702,"Manicoré","AM",-60.98945804,-5.592485845,"Amparo",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"173",173,1303304,"Novo Aripuanã","AM",-60.393962,-5.222973,"Aripuan? 01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",174,1303304,"Novo Aripuanã","AM",-60.387572,-5.216886,"Aripuan? 02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",175,1303304,"Novo Aripuanã","AM",-60.394521,-5.447917,"Aripuan? 03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"176",176,1303304,"Novo Aripuanã","AM",-60.41349989,-5.518186433,"Aripuan? 04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"177",177,1302702,"Manicoré","AM",-61.05023519,-5.639338706,"Atininga 01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"178",178,1302702,"Manicoré","AM",-61.036751,-5.629359,"Atininga 02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"179",179,1300805,"Borba","AM",-59.368795,-4.04033,"Axinim (AM-CR-10)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",180,1302702,"Manicoré","AM",-61.67026139,-5.846324109,"Barreira do Capan?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"181",181,1301704,"Humaitá","AM",-62.890976,-7.860032,"Barreira do Tambaqui",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"182",182,1302702,"Manicoré","AM",-61.47167908,-5.96602305,"Barro Alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",183,1302702,"Manicoré","AM",-61.26536154,-5.706069133,"Boa Nova (AM-MC-24)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
