"","CD_MUN","NM_MUN","SIGLA_UF","longitude","latitude","nome"
"1217","1302405","Lábrea","AM",-65.25052652,-7.746852241,"Maru? (AM-LA-1)"
"1218","1304104","Tapauá","AM",-62.632312,-5.261967,"Monte das Oliveiras"
"1219","1300631","Beruri","AM",-62.454545,-5.064316,"Comunidade do Pastor Deca"
"1220","1505304","Oriximiná","PA",-56.43941841,-1.429065244,"Trombetas 1/Ilha Geral"
"1221","1505304","Oriximiná","PA",-56.42992234,-1.43271758,"Trombetas 2/Vista Alegre"
"1222","1505304","Oriximiná","PA",-56.43065281,-1.438561317,"Trombetas 3/Horta/Sr. Heraldo"
"1223","1505304","Oriximiná","PA",-56.43868794,-1.449883557,"Trombetas 4"
"1224","1505304","Oriximiná","PA",-56.44489691,-1.420664873,"Trombetas 5"
"1225","1505304","Oriximiná","PA",-56.39887749,-1.461936264,"Boa Vista (PA-OR-63)"
"1226","1505304","Oriximiná","PA",-56.39193805,-1.463031964,"Trombetas 7/Ilha do Futuro"
"1227","1505304","Oriximiná","PA",-56.40837356,-1.456092527,"Trombetas 8"
"1228","1505304","Oriximiná","PA",-56.36929357,-1.464492899,"Trombetas 9"
"1229","1505304","Oriximiná","PA",-56.37696347,-1.479102241,"Trombetas 10"
"1230","1505304","Oriximiná","PA",-56.41494776,-1.51306896,"Trombetas 11"
"1231","1505304","Oriximiná","PA",-56.45512345,-1.568219227,"Trombetas 12"
"1232","1505304","Oriximiná","PA",-56.41933057,-1.505033823,"Trombetas 13"
"1233","1505304","Oriximiná","PA",-56.41604346,-1.496633451,"Trombetas 14"
"1234","1505304","Oriximiná","PA",-56.35103189,-1.468510468,"Trombetas 14/Aeroporto"
"1235","1505304","Oriximiná","PA",-56.34336199,-1.472162803,"Trombetas 16"
"1236","1505304","Oriximiná","PA",-56.35176236,-1.490789714,"Trombetas 17"
"1237","1505304","Oriximiná","PA",-56.34299675,-1.51708653,"Trombetas 18"
"1238","1505304","Oriximiná","PA",-56.34080535,-1.499920553,"Trombetas 19"
"1239","1505304","Oriximiná","PA",-56.33057881,-1.499190086,"Trombetas 20"
"1240","1505304","Oriximiná","PA",-56.32838741,-1.519277931,"Trombetas 21/Sitio Azarias"
"1241","1505304","Oriximiná","PA",-56.33459638,-1.5232955,"Trombetas 22/?rea de Lazer"
"1242","1505304","Oriximiná","PA",-56.33094405,-1.532061106,"Trombetas 23"
"1243","1505304","Oriximiná","PA",-56.33824872,-1.541922411,"Trombetas 24"
"1244","1505304","Oriximiná","PA",-56.35139712,-1.571506329,"Trombetas 25"
"1245","1505304","Oriximiná","PA",-56.36162366,-1.583559036,"Trombetas 26"
"1246","1505304","Oriximiná","PA",-56.32692648,-1.541191944,"Trombetas 27"
"1247","1505304","Oriximiná","PA",-56.32254367,-1.533156806,"Trombetas 28/Sitio do Joca"
"1248","1505304","Oriximiná","PA",-56.21370408,-1.53973101,"Trombetas 29"
"1249","1505304","Oriximiná","PA",-56.20165137,-1.525486902,"Trombetas 30"
"1250","1505304","Oriximiná","PA",-56.23306145,-1.547035681,"Trombetas 31"
"1251","1505304","Oriximiná","PA",-56.27104574,-1.549592316,"Trombetas 32"
"1252","1505304","Oriximiná","PA",-56.27542855,-1.547400914,"Trombetas 33"
"1253","1505304","Oriximiná","PA",-56.28236798,-1.548496615,"Trombetas 34/Sitio Pantanal"
"1254","1505304","Oriximiná","PA",-56.29040312,-1.545209513,"Trombetas 35"
"1255","1505304","Oriximiná","PA",-56.29843826,-1.542287645,"Trombetas 36"
"1256","1505304","Oriximiná","PA",-56.31049097,-1.538270075,"Trombetas 37/Sitio Gama"
"1257","1503606","Itaituba","PA",-56.78619619,-4.948901859,"Cabeceira da Montanha"
"1258","1503606","Itaituba","PA",-56.79947606,-4.971763413,"Barraquinha"
"1259","1503606","Itaituba","PA",-56.80149326,-4.988909579,"V?ia Tet?"
"1260","1503606","Itaituba","PA",-56.80435095,-5.004374749,"Vilinha"
"1261","1503606","Itaituba","PA",-56.81225164,-5.015805526,"S?o Vicente"
"1262","1503606","Itaituba","PA",-56.81813512,-5.022529513,"Mangueira"
"1263","1503606","Itaituba","PA",-56.82317811,-5.030262097,"Maloquinha"
"1264","1503606","Itaituba","PA",-56.82738061,-5.037154184,"S?o Tom?"
"1265","1503606","Itaituba","PA",-56.83813899,-5.052955552,"Galdino"
"1266","1503606","Itaituba","PA",-56.84234148,-5.061024337,"Praia Chique"
"1267","1503606","Itaituba","PA",-56.85679805,-5.073127513,"Jutaizinho"
"1268","1503606","Itaituba","PA",-56.85864714,-5.077666204,"Jutaizinho II"
"1269","1503606","Itaituba","PA",-56.85898334,-5.082877293,"Jutaizinho III"
"1270","1503606","Itaituba","PA",-56.86083244,-5.119438971,"Sapucaia"
"1271","1503606","Itaituba","PA",-56.86058029,-5.132298595,"Os Patos"
"1272","1503606","Itaituba","PA",-56.8568821,-5.147007316,"Ponta do Jatob?"
"1273","1503606","Itaituba","PA",-56.85494895,-5.152722705,"Jatob?"
"1274","1503606","Itaituba","PA",-56.86696808,-5.166590927,"Apu?"
"1275","1503606","Itaituba","PA",-56.9041181,-5.170961519,"Terra Preta do Mangabal"
"1276","1503606","Itaituba","PA",-56.91050589,-5.169196472,"Campo do Jacar?"
"1277","1503606","Itaituba","PA",-56.91865873,-5.171886067,"Machado"
"1278","1503606","Itaituba","PA",-56.92521461,-5.181803947,"Os Quirino"
"1279","1503606","Itaituba","PA",-56.93034165,-5.187099087,"Santo Ant?nio"
"1280","1503606","Itaituba","PA",-56.96223856,-5.213742884,"Itapel"
"1281","5100805","Apiacás","MT",-57.05334212,-9.126154973,"Ypiaowi"
"1282","5100805","Apiacás","MT",-57.06276463,-9.142018431,"Tabuleiro"
"1283","5100805","Apiacás","MT",-57.06508082,-9.065623668,"Mukuin Canin?"
"1284","5100805","Apiacás","MT",-57.09532715,-9.027464992,"Capoeira 26"
"1285","5100805","Apiacás","MT",-57.14263482,-9.036567076,"Aldeia Cachoeirinha"
"1286","5100805","Apiacás","MT",-57.15937631,-8.993921824,"Ypia"
"1287","5100805","Apiacás","MT",-57.24081209,-8.912797912,"Ypenen"
"1288","5100805","Apiacás","MT",-57.29120357,-8.925497252,"Aldeia Z? Rom?o"
"1289","5100805","Apiacás","MT",-57.31609718,-8.912271201,"Aldeia Dinossauro"
"1290","5100805","Apiacás","MT",-57.41740305,-8.862623254,"Piawu?i"
"1291","5100805","Apiacás","MT",-57.52184331,-8.753122073,"Taitetu"
"1292","1503754","Jacareacanga","PA",-56.93396698,-9.097516325,"Capoeira 31"
"1293","1503754","Jacareacanga","PA",-56.95638957,-9.10551551,"Aldeia S?o Benedito"
"1294","1503754","Jacareacanga","PA",-56.99383865,-9.116498742,"Capoeira 32"
"1295","1503754","Jacareacanga","PA",-57.05819338,-9.071884004,"Aldeia Coelho"
"1296","1503754","Jacareacanga","PA",-57.10909666,-9.007761006,"Jaci?uok"
"1297","1503754","Jacareacanga","PA",-57.19881777,-8.914541299,"Aldeia Tukum?"
"1298","1503754","Jacareacanga","PA",-57.2505787,-8.882743778,"Itaipawku"
"1299","1503754","Jacareacanga","PA",-57.26233252,-8.874233344,"Ro?a Albertino Munduruku"
"1300","1503754","Jacareacanga","PA",-57.263299,-8.903104473,"Massisin"
"1301","1503754","Jacareacanga","PA",-57.30091031,-8.904794526,"Sa?va"
"1302","1503754","Jacareacanga","PA",-57.31211776,-8.885392789,"Kurun?"
"1303","1503754","Jacareacanga","PA",-57.32624995,-8.883680234,"Aldeia Kururuzinho"
"1304","1503754","Jacareacanga","PA",-57.33415867,-8.879349723,"Ro?a do Jo?o"
"1305","1503754","Jacareacanga","PA",-57.337014,-8.878840636,"Pirape wyi"
"1306","1503754","Jacareacanga","PA",-57.37020946,-8.878103681,"Aldeia Minhocu?u"
"1307","1503754","Jacareacanga","PA",-57.37715824,-8.878440433,"Ogapywit"
"1308","1503754","Jacareacanga","PA",-57.43165706,-8.763447449,"Ywant?"
"1309","1503754","Jacareacanga","PA",-57.50172581,-8.754759267,"Ini? itu"
"1310","5105507","Vila Bela da Santíssima Trindade","MT",-59.96465714,-15.0126936,"Jardim Aeroporto"
"1311","5105507","Vila Bela da Santíssima Trindade","MT",-59.94953245,-15.04804749,"Retiro II"
"1312","5105507","Vila Bela da Santíssima Trindade","MT",-60.32636579,-14.05079666,"Bet?nia"
"1313","5105507","Vila Bela da Santíssima Trindade","MT",-60.23023817,-14.24208174,"Campina"
"1314","5105507","Vila Bela da Santíssima Trindade","MT",-60.07865265,-14.54498749,"Cubat?o"
"1315","5105507","Vila Bela da Santíssima Trindade","MT",-60.03246016,-14.68934631,"Pai e Filho"
"1316","5105507","Vila Bela da Santíssima Trindade","MT",-60.03310077,-14.69549548,"Ilha do Espinho"
"1317","5105507","Vila Bela da Santíssima Trindade","MT",-60.01642195,-14.7689734,"Canivete ou Santa Isabel"
"1318","5105507","Vila Bela da Santíssima Trindade","MT",-60.02099424,-14.77933501,"Calvarinho"
"1319","5105507","Vila Bela da Santíssima Trindade","MT",-60.02759136,-14.78628349,"Calv?rio"
"1320","5105507","Vila Bela da Santíssima Trindade","MT",-59.9298438,-14.87863366,"MT-GU-14/96 - Aguap? 1"
"1321","5105507","Vila Bela da Santíssima Trindade","MT",-59.98854634,-14.93155989,"Carlos Augusto"
"1322","5105507","Vila Bela da Santíssima Trindade","MT",-59.96205624,-14.96769158,"MT-GU-13/96 - Abrigo da Chamin?"
"1323","5105507","Vila Bela da Santíssima Trindade","MT",-59.98206459,-14.97619021,"Santana do Guapor?"
"1324","5105507","Vila Bela da Santíssima Trindade","MT",-59.98464159,-14.98785102,"Cachoeira do Viracopo"
"1325","5105507","Vila Bela da Santíssima Trindade","MT",-59.97479269,-14.99581848,"Fazenda Auxiliadora"
"1326","5105507","Vila Bela da Santíssima Trindade","MT",-59.97540374,-15.01847729,"Terra Arada"
"1327","5105507","Vila Bela da Santíssima Trindade","MT",-59.97645204,-15.04849023,"Dona Maria"
"1328","5105507","Vila Bela da Santíssima Trindade","MT",-59.94423439,-15.04856744,"Boa Esperan?a"
"1329","5105507","Vila Bela da Santíssima Trindade","MT",-59.93925557,-15.06024564,"Retiro I"
"1330","5105507","Vila Bela da Santíssima Trindade","MT",-59.8888,-15.042,"Cascalheira da Manilha"
"1331","5105507","Vila Bela da Santíssima Trindade","MT",-59.8719,-15.0638,"Fazenda Formosa"
"1332","5105507","Vila Bela da Santíssima Trindade","MT",-59.8339,-15.0321,"Monarelli"
"1333","5105507","Vila Bela da Santíssima Trindade","MT",-59.8357,-15.0267,"Lix?o"
"1334","5105507","Vila Bela da Santíssima Trindade","MT",-59.8852,-14.9941,"Idamar"
"1335","5105507","Vila Bela da Santíssima Trindade","MT",-59.68742543,-15.09465921,"Cap?o do Canga"
"1336","5105507","Vila Bela da Santíssima Trindade","MT",-59.93071969,-15.16509254,"Boqueir?o I"
"1337","5105507","Vila Bela da Santíssima Trindade","MT",-59.930726,-15.1618902,"Boqueir?o II"
"1338","5105507","Vila Bela da Santíssima Trindade","MT",-59.97422798,-15.23788957,"Comunidade Porto da Manga"
"1339","5105507","Vila Bela da Santíssima Trindade","MT",-60.0011,-15.3317,"Casalvasco I"
"1340","5105507","Vila Bela da Santíssima Trindade","MT",-60.01,-15.3359,"Casalvasco II"
"1341","5105507","Vila Bela da Santíssima Trindade","MT",-60.0681678,-15.50582881,"MT-GU-11/96 - Abrigo da On?a"
"1342","5105507","Vila Bela da Santíssima Trindade","MT",-59.69014535,-15.44614105,"MT-GU-08/96 - Waioco"
"1343","5105507","Vila Bela da Santíssima Trindade","MT",-60.04448218,-15.86679762,"MT-GU-03/96 - Montedam 1"
"1344","5105507","Vila Bela da Santíssima Trindade","MT",-59.94121289,-16.11028577,"MT-GU-02/96 - Aldeia Velha 1"
"1345","5105507","Vila Bela da Santíssima Trindade","MT",-59.73846401,-16.1690261,"MT-GU-01/96 - Abrigo do Sol"
"1346","5105507","Vila Bela da Santíssima Trindade","MT",-59.59729773,-16.1803952,"Sorana (MT-GU-06/96)"
"1347","5105507","Vila Bela da Santíssima Trindade","MT",-59.50539753,-16.19081687,"MT-GU-04/96 - Montedam 2"
"1348","5105507","Vila Bela da Santíssima Trindade","MT",-59.49023873,-16.24860977,"MT-GU-05/96 - Montedam 3"
"1349","5106752","Pontes e Lacerda","MT",-59.46939539,-15.88195641,"MT-GU-07/96 - Galera 1"
"1350","5106752","Pontes e Lacerda","MT",-59.40023339,-15.45324674,"MT-GU-09/96 - Aldeia Velha 2"
"1351","5108352","Vale de São Domingos","MT",-58.90046686,-15.12828006,"Guap? 2"
"1352","5108352","Vale de São Domingos","MT",-58.91704679,-15.12828006,"Guap? 1"
"1353","5105507","Vila Bela da Santíssima Trindade","MT",-59.6696,-14.8356,"Cabeceiras"
"1354","5105507","Vila Bela da Santíssima Trindade","MT",-59.6642,-14.814,"Longa Vira"
"1355","5105507","Vila Bela da Santíssima Trindade","MT",-59.6868,-14.7591,"Estrada Nova"
"1356","5106182","Nova Lacerda","MT",-59.621,-14.7012,"S?o Paulo"
"1357","5106182","Nova Lacerda","MT",-59.6164,-14.6982,"Tr?s Coqueiros"
"1358","5106182","Nova Lacerda","MT",-59.6142,-14.6839,"S?o Jos?"
"1359","5106182","Nova Lacerda","MT",-59.6197,-14.6535,"Travess?o"
"1360","5106182","Nova Lacerda","MT",-59.6216,-14.6194,"S?o Carlos"
"1361","5106182","Nova Lacerda","MT",-59.6134,-14.6015,"Baba?ual Grande"
"1362","5106182","Nova Lacerda","MT",-59.64333859,-14.59441954,"Sancara"
"1363","5106182","Nova Lacerda","MT",-59.6479,-14.571,"Franco de Amaral"
"1364","5106182","Nova Lacerda","MT",-59.65899795,-14.57450451,"Fazenda Conquista"
"1365","5106182","Nova Lacerda","MT",-59.71726026,-14.5714224,"Santa Rosa"
"1366","5106182","Nova Lacerda","MT",-59.72476905,-14.62235989,"Cropropol"
"1367","5103361","Conquista D'Oeste","MT",-59.5534,-14.5322,"Estrelinha"
"1368","5103361","Conquista D'Oeste","MT",-59.5476,-14.542,"Fazenda Primavera"
"1369","5103361","Conquista D'Oeste","MT",-59.5539,-14.5211,"Subesta??o Galera"
"1370","5106182","Nova Lacerda","MT",-59.5631,-14.3572,"Toca da On?a"
"1371","5106182","Nova Lacerda","MT",-59.5113,-14.3901,"Diamante"
"1372","5106182","Nova Lacerda","MT",-59.4799,-14.4215,"Pedra do Urubu"
"1373","5106182","Nova Lacerda","MT",-59.4544,-14.4172,"Cachoeira Uirapuru"
"1374","1505304","Oriximiná","PA",-57.04838473,-1.101175391,"Sitio 1/Santa Helena (PA-OR-71)"
"1375","1505304","Oriximiná","PA",-57.06173831,-1.093385805,"Sitio 2/Jo?o Batista"
"1376","1505304","Oriximiná","PA",-57.05728712,-1.121205754,"Sitio 3/Tawana"
"1377","1505304","Oriximiná","PA",-57.06265173,-1.137879177,"Sitio 4"
"1378","1505304","Oriximiná","PA",-57.05495488,-1.000105517,"Sitio 5"
"1379","1505304","Oriximiná","PA",-57.12499624,-0.999335832,"Sitio 6/Itxunuri"
"1380","1505304","Oriximiná","PA",-57.17964389,-0.885422416,"Sitio 7/Cachoeira S?o Pedro"
"1381","1505304","Oriximiná","PA",-56.94027178,-0.85386532,"Sitio 8"
"1382","1505304","Oriximiná","PA",-56.90409657,-0.838471615,"Sitio 9"
"1383","1505304","Oriximiná","PA",-56.89101192,-0.784593648,"Sitio 10"
"1384","1505304","Oriximiná","PA",-56.87561822,-0.750727498,"Sitio 11"
"1385","1505304","Oriximiná","PA",-56.87561822,-0.734564107,"Sitio 12"
"1386","1505304","Oriximiná","PA",-56.78864378,-0.640662507,"Sitio 13"
"1387","1505304","Oriximiná","PA",-56.78556504,-0.567542408,"Sitio 14"
"1388","1505304","Oriximiná","PA",-56.77401976,-0.543682166,"Sitio 15"
"1389","1504208","Marabá","PA",-49.10007629,-5.376071189,"S?o Jos? (PA-AT-4)"
"1390","1504208","Marabá","PA",-49.20180785,-5.358851608,"Novilhas I (PA-AT-5)"
"1391","1504208","Marabá","PA",-49.2552118,-5.294739012,"Novilhas II (PA-AT-6)"
"1392","1503705","Itupiranga","PA",-49.34147986,-5.170277097,"Jabuti (PA-AT-7)"
"1393","1503705","Itupiranga","PA",-49.34251801,-5.047228232,"Tauari (PA-AT-8)"
"1394","1504976","Nova Ipixuna","PA",-49.36424101,-4.899281779,"Pixuninha (PA-AT-9)"
"1395","1501782","Breu Branco","PA",-49.64983232,-3.685541323,"Montanha (PA-BA-1)"
"1396","1508100","Tucuruí","PA",-49.69023224,-3.657908089,"Mangal II (PA-BA-10)"
"1397","1508100","Tucuruí","PA",-49.65710138,-3.82677222,"KM 28 (PA-BA-11)"
"1398","1508100","Tucuruí","PA",-49.65266999,-3.806866408,"Boa Esperan?a (PA-BA-12)"
"1399","1508100","Tucuruí","PA",-49.6721393,-3.731912428,"Fazenda (PA-BA-13)"
"1400","1501782","Breu Branco","PA",-49.6014252,-3.589922339,"Tau? (PA-BA-14)"
"1401","1501782","Breu Branco","PA",-49.58788022,-3.559200114,"Muru (PA-BA-15)"
"1402","1505064","Novo Repartimento","PA",-49.51470162,-4.546389921,"Jatobal (PA-BA-16)"
"1403","1508100","Tucuruí","PA",-49.72840467,-3.758507256,"Torre de Controle (PA-BA-17)"
"1404","1508100","Tucuruí","PA",-49.69739263,-3.707189308,"Cajazeiras (PA-BA-18)"
"1405","1508100","Tucuruí","PA",-49.75517715,-3.697724274,"Mangeurio (PA-BA-19)"
"1406","1501782","Breu Branco","PA",-49.59973829,-3.466109197,"Nazar? (PA-BA-2)"
"1407","1508100","Tucuruí","PA",-49.72684322,-3.724124672,"Cap?o Bonito (PA-BA-20)"
"1408","1508100","Tucuruí","PA",-49.64290404,-3.90711637,"Pitinga (PA-BA-21)"
"1409","1501782","Breu Branco","PA",-49.61280848,-3.955401132,"Arr?ia (PA-BA-22)"
"1410","1505064","Novo Repartimento","PA",-49.63150447,-4.09953453,"Taquari (PA-BA-23)"
"1411","1501204","Baião","PA",-49.79185428,-3.011444156,"Jacund? (PA-BA-24)"
"1412","1505064","Novo Repartimento","PA",-49.63249973,-4.142688905,"Correinha (PA-BA-25)"
"1413","1503093","Goianésia do Pará","PA",-49.54017383,-4.249572866,"Vila Brabo (PA-BA-26)"
"1414","1505064","Novo Repartimento","PA",-49.53627031,-4.431989712,"Remans?o (PA-BA-27)"
"1415","1503093","Goianésia do Pará","PA",-49.49200456,-4.429059046,"Ilha Tocantins (PA-BA-28)"
"1416","1503093","Goianésia do Pará","PA",-49.45755745,-4.389837165,"Juari (PA-BA-29)"
"1417","1501782","Breu Branco","PA",-49.58972072,-3.504984313,"Bom Futuro (PA-BA-3)"
"1418","1508100","Tucuruí","PA",-49.69733923,-3.737475531,"Bom Jesus (PA-BA-30)"
"1419","1508100","Tucuruí","PA",-49.67012987,-3.617703917,"Camargo (PA-BA-31)"
"1420","1501782","Breu Branco","PA",-49.65511792,-3.712525669,"Itapai?na (PA-BA-4)"
"1421","1501782","Breu Branco","PA",-49.65058141,-3.736207298,"Mundurucus I (PA-BA-5)"
"1422","1501782","Breu Branco","PA",-49.64677882,-3.760866156,"Mundurucu II (PA-BA-6)"
"1423","1501782","Breu Branco","PA",-49.63116734,-3.786487617,"Embaubal (PA-BA-7)"
"1424","1508100","Tucuruí","PA",-49.66264302,-3.776553473,"Cocal (PA-BA-8)"
"1425","1508100","Tucuruí","PA",-49.716244,-3.668067603,"Mangal I (PA-BA-9)"
"1426","1100080","Costa Marques","RO",-64.31785037,-12.28516774,"Continental"
"1427","1100080","Costa Marques","RO",-64.28533233,-12.26629981,"Pali?ada"
"1428","1101492","São Francisco do Guaporé","RO",-63.51409062,-12.05689808,"Taril?ndia I"
"1429","1101492","São Francisco do Guaporé","RO",-63.52069232,-12.05871739,"Taril?ndia II"
"1430","1100080","Costa Marques","RO",-64.23505431,-12.35414041,"Nova Vida"
"1431","1101492","São Francisco do Guaporé","RO",-63.40288285,-11.93327269,"Linha 14"
"1432","1101492","São Francisco do Guaporé","RO",-63.45313024,-11.94848311,"Bacurizal"
"1433","1101492","São Francisco do Guaporé","RO",-63.48621129,-12.117717,"VR"
"1434","1101492","São Francisco do Guaporé","RO",-63.476701,-12.059877,"Jaguar"
"1435","1101492","São Francisco do Guaporé","RO",-63.47015356,-12.17891061,"Morros"
"1436","1101492","São Francisco do Guaporé","RO",-63.43389062,-12.22244338,"Carlito"
"1437","1101492","São Francisco do Guaporé","RO",-63.43014569,-12.18969778,"Linha 6B"
"1438","1101492","São Francisco do Guaporé","RO",-63.50439,-12.26376,"?guia Dourada"
"1439","1101492","São Francisco do Guaporé","RO",-63.47738,-12.261916,"Bom Futuro"
"1440","1101492","São Francisco do Guaporé","RO",-63.497646,-12.263051,"S?o Joaquim"
"1441","1101492","São Francisco do Guaporé","RO",-63.096553,-12.553154,"RO-PN-08: Monte Castelo"
"1442","1100346","Alvorada D'Oeste","RO",-62.23658253,-11.29473088,"Muqui"
"1443","1100148","Nova Brasilândia D'Oeste","RO",-62.08673776,-11.4265478,"Cem Reias"
"1444","1100148","Nova Brasilândia D'Oeste","RO",-62.10224665,-11.44702319,"Alto Bonito"
"1445","1100320","São Miguel do Guaporé","RO",-62.89039454,-11.76020384,"P?o de ?ndio"
"1446","1100320","São Miguel do Guaporé","RO",-62.90173711,-11.76472974,"Coco Verde"
"1447","1101492","São Francisco do Guaporé","RO",-63.29587884,-11.99353472,"Jo?o Dur?o"
"1448","1101500","Seringueiras","RO",-63.26646775,-11.95815063,"Porto Olga"
"1449","1101492","São Francisco do Guaporé","RO",-63.35692001,-12.04334594,"Fortaleza"
"1450","1101492","São Francisco do Guaporé","RO",-63.38512936,-12.04599425,"Plan?cie"
"1451","1101492","São Francisco do Guaporé","RO",-63.39691818,-12.04680969,"Bacuri"
"1452","1101492","São Francisco do Guaporé","RO",-63.42309632,-12.04858888,"4 Irm?os"
"1453","1101492","São Francisco do Guaporé","RO",-63.46234295,-12.05236084,"Z? das Mo?as"
"1454","1101492","São Francisco do Guaporé","RO",-63.60686039,-12.06309794,"Choque"
"1455","1101492","São Francisco do Guaporé","RO",-63.65561967,-12.06668594,"Nome"
"1456","1101492","São Francisco do Guaporé","RO",-63.92641982,-12.06239925,"Bom Jesus"
"1457","1100080","Costa Marques","RO",-64.00322942,-12.05395916,"S?o Domingos"
"1458","1100080","Costa Marques","RO",-64.23918489,-12.3785242,"Igarap? Grande"
"1459","1100080","Costa Marques","RO",-64.21609706,-12.39582497,"Ch?cara do Negrinho"
"1460","1100080","Costa Marques","RO",-63.99782994,-12.03468271,"Vit?ria"
"1461","1101492","São Francisco do Guaporé","RO",-63.99219039,-12.08734593,"Primavera"
"1462","1100080","Costa Marques","RO",-64.06025199,-11.91769648,"RO-PB-15: Grota Seca"
"1463","1100080","Costa Marques","RO",-64.23015028,-12.14996354,"RO-PB-s/n"
"1464","1100320","São Miguel do Guaporé","RO",-62.80180704,-11.76068587,"RO-PB-s/n"
"1465","1101500","Seringueiras","RO",-62.96973365,-11.76478671,"RO-PB-23: Princ?pio"
"1466","1100346","Alvorada D'Oeste","RO",-62.43359851,-11.51498749,"RO-PB-s/n"
"1467","1100320","São Miguel do Guaporé","RO",-62.57996537,-11.62648223,"RO-PB-s/n"
"1468","1100346","Alvorada D'Oeste","RO",-62.30834196,-11.3914739,"RO-PB-s/n"
"1469","1100320","São Miguel do Guaporé","RO",-62.68317698,-11.71413731,"RO-PB-24: Xibuta?"
"1470","1100254","Presidente Médici","RO",-61.97636888,-11.19277083,"RO-PB-s/n"
"1471","1100346","Alvorada D'Oeste","RO",-62.19574709,-11.24069693,"RO-JI-35: Mizael"
"1472","1101492","São Francisco do Guaporé","RO",-63.63543359,-12.06661484,"RO-PB-20: Concei??o"
"1473","1101492","São Francisco do Guaporé","RO",-63.38514361,-12.04758166,"RO-PB-16: Carvalho"
"1474","1101492","São Francisco do Guaporé","RO",-63.5903063,-12.06283978,"RO-PB-21: Waldemar"
"1475","1101500","Seringueiras","RO",-63.26565844,-11.96416521,"RO-PB-s/n"
"1476","1101500","Seringueiras","RO",-63.17858777,-11.84648981,"RO-PB-22: Miratinga"
"1477","1101500","Seringueiras","RO",-63.19941772,-11.84558836,"RO-PB-s/n"
"1478","1101492","São Francisco do Guaporé","RO",-63.77824815,-12.076857,"RO-PB-19: Lopes"
"1479","1101492","São Francisco do Guaporé","RO",-63.92704948,-12.06809362,"RO-PB-18: Fuxico"
"1480","1100080","Costa Marques","RO",-64.00323168,-12.05488158,"RO-PB-17: Domingos"
"1481","1100106","Guajará-Mirim","RO",-65.13842,-11.613898,"Vila Nova (RO-PA-03)"
"1482","1100080","Costa Marques","RO",-64.17454022,-12.46006862,"Santa F? (RO-PB-04)"
"1483","1100080","Costa Marques","RO",-64.212607,-12.432514,"RO-PB-05: Costa Marques"
"1484","1100080","Costa Marques","RO",-64.33598093,-12.43723251,"RO-PB-11: Vi?va"
"1485","1100080","Costa Marques","RO",-64.36393139,-12.44050276,"RO-PB-12: Machupo II"
"1486","1100106","Guajará-Mirim","RO",-64.825282,-12.017119,"RO-PB-14: Ricardo Franco"
"1487","1100015","Alta Floresta D'Oeste","RO",-62.27666667,-13.075,"Rolim de Moura (RO-PN-02)"
"1488","1100015","Alta Floresta D'Oeste","RO",-62.21305556,-13.02833333,"Alian?a (RO-PN-03)"
"1489","1100015","Alta Floresta D'Oeste","RO",-62.25,-13.05527778,"RO-PN-04: Eleg?ncia"
"1490","1100015","Alta Floresta D'Oeste","RO",-62.56527778,-13.055,"RO-PN-05: Ilha das Flores"
"1491","1101492","São Francisco do Guaporé","RO",-62.90073902,-12.85036367,"RO-PN-06: Pedras Negras"
"1492","1100080","Costa Marques","RO",-64.52218362,-12.21906546,"RO-PB-13: Renascen?a"
"1493","1101492","São Francisco do Guaporé","RO",-63.13434899,-12.6433827,"RO-PB-01: Limeira"
"1494","1101492","São Francisco do Guaporé","RO",-63.08113193,-12.66103439,"RO-PB-02: Esp?rito Santo"
"1495","1100080","Costa Marques","RO",-63.7776867,-12.40635131,"RO-PB-03: Belo Horizonte"
"1496","1100080","Costa Marques","RO",-64.29297846,-12.45310667,"RO-PB-06: Porto Fran?a"
"1497","1100080","Costa Marques","RO",-64.34880536,-12.43222857,"RO-PB-07: Lamego"
"1498","1100080","Costa Marques","RO",-64.41155275,-12.4372783,"RO-PB-08: Porto Paran?"
"1499","1100080","Costa Marques","RO",-64.37643072,-12.4491539,"RO-PB-09: Machupo I"
"1500","1101492","São Francisco do Guaporé","RO",-63.23818228,-12.53594784,"RO-PN-01: Pau de ?leo"
"1501","1101492","São Francisco do Guaporé","RO",-62.93558405,-12.65708274,"RO-PN-07: Ba?a Rica"
"1502","1507805","Senador José Porfírio","PA",-51.9057,-3.60696,"Acampamento Verena"
"1503","1507805","Senador José Porfírio","PA",-51.96568,-3.58501,"Albino"
"1504","1507805","Senador José Porfírio","PA",-51.89091,-3.65411,"Bela Vista"
"1505","1507805","Senador José Porfírio","PA",-51.8965,-3.54196,"Bertolino"
"1506","1507805","Senador José Porfírio","PA",-51.97602,-3.50197,"Boca do Tuna"
"1507","1507805","Senador José Porfírio","PA",-51.96199,-3.54883,"Bom Jesus"
"1508","1507805","Senador José Porfírio","PA",-51.9715,-3.58568,"Bra?o do Jo?o Bispo"
"1509","1500602","Altamira","PA",-51.9725,-3.474,"Cana Verde"
"1510","1508357","Vitória do Xingu","PA",-51.90567,-3.52763,"Cula"
"1511","1507805","Senador José Porfírio","PA",-51.95111,-3.59119,"Dison"
"1512","1507805","Senador José Porfírio","PA",-51.92986,-3.59758,"Galo de Ouro"
"1513","1507805","Senador José Porfírio","PA",-51.93099,-3.56184,"Ilha da fazenda"
