"","c.ac2.d.","c.ac2.nrow.","porc","porc2","porc0"
"1","asmf",3,9.375,9.38,9
"2","sd",2,6.25,6.25,6
"3",NA,10,31.25,31.25,31
"4","mf",1,3.125,3.12,3
"5","u",1,3.125,3.12,3
"6","p",1,3.125,3.12,3
"7","m",5,15.625,15.62,16
"8","usg",9,28.125,28.12,28
